T cells	CD8 T cells	Cytotoxic lymphocytes	B lineage	NK cells	Monocytic lineage	Myeloid dendritic cells	Neutrophils	Endothelial cells	Fibroblasts	ABLIM1	CSTB	MAL2	SLPI	FANCB	IFT57	KIF11	PPEF1
ec239	10.2219794375	9.191345	8.7871269	8.453082375	7.28602812	11.5656011666667	9.118752	10.0980687333333	9.80274075833333	14.0302899375	12.979296	14.948503	13.656748	14.966246	10.383819	6.679637	12.293129	6.962768
ec241	10.8229357	9.447632	8.20960203333333	11.0007586875	7.27621778	12.3899936666667	10.3889343333333	10.4785716111111	10.3410216	13.94406925	13.966624	15.570993	13.4505415	15.966981	9.441911	8.108945	12.414625	7.3928647
ec243	10.347832875	11.133235	8.49744933333333	9.3196283375	7.56233046	11.6605161166667	8.29168516666667	8.5489856	9.41146097083333	13.448916375	12.435794	13.587444	12.761697	12.858133	9.802341	8.230395	13.358864	5.864878
ec245	11.0625995	9.875601	8.29324333333333	10.836478375	7.21968274	12.3021503333333	10.1407913333333	10.0429716666667	9.96338730833333	14.296676875	12.159268	14.204316	13.129366	14.9007225	8.625594	7.8624554	12.523307	7.069707
ec246	11.49887375	12.424929	8.6193849	9.3067835875	7.96364468	12.6018806666667	9.43600133333333	8.92363578888889	9.29637111666667	13.603913625	12.183935	13.759418	12.498479	13.925966	9.174641	8.193053	12.696624	5.8783326
ec247	10.8739522125	11.606981	9.51521946666667	9.304673	8.01332972	11.5955871666667	8.48193223333333	8.69381517777778	9.48867311666667	12.985785925	12.254851	14.738102	13.63594	15.30025	10.372584	6.7933226	12.957704	4.4315963
ec249	9.6183313375	9.425135	7.290619	9.237414	7.80729168	11.27010775	8.43834	8.89943277777778	9.8601573125	12.914029625	11.544245	15.26652	12.929031	14.517028	10.819847	7.723151	12.382262	5.5830374
ec228	11.419104875	11.461288	10.244861	12.201525875	7.63033488	12.69056225	10.8890983333333	9.14938372222222	10.1073988625	14.2247854375	11.632987	13.921593	13.22493	12.588785	9.079184	8.779634	12.525614	7.0622096
ec229	9.9652190125	9.36096	8.86000866666667	8.1056130625	6.61719496	12.078523	10.308591	9.34370396666667	10.1239640416667	14.268556375	12.563656	14.39768	13.057446	12.881502	9.597258	7.9245977	12.261917	7.4619718
ec231	10.82542865	9.726052	10.8724584	7.9696052125	7.23783226	11.149603	9.22510033333333	9.20076576666667	10.0215229916667	14.289813125	13.007394	14.23654	13.802371	15.305847	9.776745	7.1205897	12.233736	6.2521567
ec234	10.4356302	9.482562	9.767947	10.99615525	6.87287236	11.4165103333333	9.64098566666667	9.54516638888889	9.978727775	13.62767425	13.414432	14.789655	14.5655365	15.013342	8.9405	7.211007	12.161273	6.585567
ec102	9.90525595	8.557469	8.33153	7.756195225	7.28022166	11.9854878333333	8.69503466666667	9.23150105555556	10.3147152541667	14.194717125	12.924903	16.327143	13.128984	14.97482	9.547759	7.9837728	12.351035	5.688078
ec112	8.9338174125	10.157573	7.832101	7.578548075	7.78799608	9.4509591	6.3203923	6.76083762222222	7.48140386666667	12.360361875	12.036393	13.894221	11.916981	11.359717	10.4936	7.7468677	13.65722	3.637058
ec117	9.70174065	10.141339	6.64834023333333	7.957499675	7.97569508	10.7545630333333	7.521796	7.87733216666667	8.691168125	13.9640215625	11.487573	13.975517	11.849886	12.939392	9.860824	6.623882	13.228843	5.5482435
ec129	9.67772275	9.554646	8.155931	8.05649085	7.32008842	10.1025817166667	7.3199835	7.46737677777778	8.12349832083333	11.881799675	11.80208	14.580592	13.3953705	12.010648	10.827827	6.2212477	12.618446	4.9926753
ec201	9.9693320625	8.339021	7.02791766666667	8.0440018875	7.31954266	11.2304534333333	9.90464233333333	8.75349584444444	8.92283194166667	14.0511780625	11.675647	14.294396	13.584643	13.370191	10.096114	7.4261427	12.557817	7.545491
ec217	9.5603568125	9.119139	7.72027876666667	7.8113820875	7.59361386	10.8261523333333	8.864434	8.48365946666667	9.40612886666667	13.819888875	11.161418	14.414735	13.520267	14.294067	9.295525	6.0650573	11.26227	6.2389483
ec268	10.318680275	9.349252	11.2442293333333	8.302912	7.10262076	11.0093373333333	9.635208	9.48440018888889	9.74661573333333	12.728841375	13.728355	14.8944	13.826855	14.824917	10.794399	8.540872	12.675164	7.796324
ec290	10.037038375	9.127968	9.64137333333333	9.15869685	7.4929158	11.3021635	8.81771783333333	9.38904861111111	9.86299921666667	14.329608125	11.808875	14.49236	13.02348	15.6681595	9.327364	7.6702223	11.729303	6.939358
ec297	11.1001796	11.339952	9.13807833333333	10.571294125	8.04136566	12.6063656666667	9.445873	10.3433069444444	10.0552428541667	13.9262316875	12.19245	14.948503	13.744601	14.942582	9.3095665	7.2335343	11.752478	3.86516
ec9	9.51076135	8.236218	7.17994356666667	8.4764731125	7.31860438	10.0321782166667	9.510324	8.57674972222222	9.09046443333333	12.879912875	13.028986	15.505597	14.127386	14.967925	10.398815	6.7168593	13.193086	7.6684966
ec10	10.1684616875	9.375916	8.11111	8.5274509875	7.58896554	10.7081587333333	8.90681533333333	8.25684764444444	9.1444352625	12.58768425	12.205131	14.401854	14.190235	14.391136	9.626936	5.1241117	12.437883	8.003097
ec11	10.6365222	9.875764	8.0157604	11.351190625	7.93113456	10.0638661666667	8.8043223	8.52088808888889	7.651075725	10.7668903125	14.206838	16.35939	14.715375	15.468133	7.3917966	6.506995	11.807078	5.004365
ec12	9.4278805	7.8878117	7.06780746666667	7.7350422875	7.6875778	9.35992655	7.57136946666667	9.31122437777778	8.60663002916667	12.40576505	13.196531	15.552451	14.573111	15.676063	9.036791	5.9100876	12.371808	5.0527897
ec13	10.884604725	10.179558	10.5448402333333	10.8950286875	7.68840748	10.307822	7.80360913333333	8.84048422222222	8.52448885416667	12.01090875	12.579663	14.506817	13.312973	14.180553	9.9100275	7.0293965	12.106547	5.401834
ec23	9.2724859125	7.4726453	6.72226693333333	7.2928891	7.79616108	9.28427756666667	7.98398116666667	8.83466755555555	8.07140795416667	11.42732175	13.152612	15.635602	13.626588	15.84304	8.731061	6.3913903	12.36697	4.822317
ec25	10.979776525	9.832155	8.512324	8.769534275	7.14555418	11.70692975	10.4292133333333	8.93298818888889	9.80477524583333	14.2780941875	12.463883	14.217951	13.877707	12.480123	8.232535	8.832406	12.080906	6.31557
ec26	10.2620339375	10.6407585	9.20006616666667	8.1040888125	7.6256834	11.43404775	9.92180166666667	8.86172536666667	9.37692970833333	13.775064	11.622846	13.685728	13.132988	12.897761	9.624778	9.115721	12.291073	5.3902707
ec27	9.1999168	7.9377418	6.53284583333333	7.6685230875	7.66592926	9.59517266666667	7.00658586666667	8.41934891111111	8.19589954583333	12.065077125	13.485069	16.346048	14.889167	16.379042	8.5549555	6.0174265	12.84126	3.4417038
ec28	8.8436151	7.527775	6.5751678	7.476245625	7.49165518	9.61342566666667	6.76062333333333	7.29503027777778	8.26374778333333	12.8872018125	11.962445	14.057693	13.030425	12.676523	9.095089	7.189234	13.043715	5.7130823
ec31	11.144832875	12.086504	10.0145673333333	9.7761713125	7.98424404	12.5925185	8.871458	8.64190452222222	9.519110575	13.5862189375	11.507888	13.973576	13.367886	13.960526	10.201258	7.8647914	12.639201	6.5015526
ec32	9.6735687125	8.474013	7.3233611	8.607297575	7.5049126	11.13403705	7.64921646666667	7.34499502222222	8.26018543333333	12.829664625	10.596659	14.211417	13.534431	13.019562	9.449354	6.4207764	13.126712	5.468755
ec36	8.6388726125	9.469514	8.44196243333333	7.8684940625	7.3682003	10.11496935	7.16894933333333	7.94908125555556	8.49741981666667	11.9926822	13.32027	14.444149	14.154223	13.722244	10.1695	6.1667757	12.708384	5.5762963
ec42	9.8080666625	8.221008	7.722806	7.1752384125	7.1722959	12.9247596666667	7.96335413333333	8.28583136666667	10.5129713875	13.827781375	10.052797	13.551398	9.794875	12.858461	10.811523	8.362863	12.368898	11.40091
ec45	8.66897385	7.4129148	5.51994433333333	7.859599375	7.22560634	9.09937348333333	7.7209149	7.42305206666667	9.06125587916667	13.9577960625	11.670323	13.724455	12.473785	9.875764	10.582324	7.183928	12.696267	7.5671854
ec46	9.0417982875	7.4991417	6.95980243333333	8.1312934	7.30047546	8.86640455	7.67366923333333	8.22607611111111	8.5039278125	12.2737700625	12.018886	14.196229	13.401636	12.398858	10.351729	6.852662	11.736567	6.3384113
ec49	10.88078125	12.576234	9.74138343333333	8.5801437875	7.8094228	10.99049125	8.19415933333333	9.25968218888889	9.66546685833333	13.0348445875	11.847129	15.117745	13.294543	14.857509	9.980586	8.196705	13.094669	3.9021008
ec51	10.2200195	11.122655	10.5680836666667	8.316610175	7.74031054	11.0163777166667	7.34072936666667	8.81615436666667	9.0187526125	13.4515117125	12.134342	14.034659	12.303903	14.63523	9.021121	6.693087	12.117551	4.356533
ec52	9.5662978125	8.713286	7.65266333333333	8.166093675	7.18241186	11.63302335	8.40389933333333	8.43900816666667	8.83600935	12.90837825	12.995256	15.016274	14.660894	15.892893	8.688827	6.1601505	11.813291	4.136944
ec60	10.6612600375	14.717187	7.08416986666667	8.0922931625	7.70240728	10.9853115	8.66954053333333	6.75356392222222	8.14504529583333	12.9062196625	9.889523	14.044056	13.375462	11.144404	10.965351	9.029972	13.425104	5.1660805
ec61	9.3942672125	8.685393	9.1858153	7.3284288	7.30633142	9.17945371666667	6.544052	8.6690405	8.78421252916667	12.946144475	12.746742	14.62993	13.491711	13.64472	9.598034	7.05287	12.473286	5.5807743
ec71	9.51102595	8.947521	7.14895706666667	7.35544395	7.72936734	11.3392678333333	8.1933301	8.02039548888889	9.30769048333333	13.2806984375	11.761159	13.656014	12.254851	11.293238	9.744936	7.12641	12.060393	5.269249
ec73	10.5349362	11.970213	8.729723	8.3136871375	7.53938274	12.0296108333333	7.55660766666667	8.06796254444444	9.09375538333333	13.5593116875	11.430579	13.865942	13.208012	15.1000185	9.654364	7.790686	13.105225	5.9293385
ec74	8.3849375	7.20863	6.85322093333333	7.268476075	7.26132864	8.80598766666667	8.053796	8.56194002222222	9.35461237083333	13.846445375	11.237555	13.953224	11.597854	12.4196	9.2351055	7.011725	13.465527	6.389008
ec76	9.7282188125	7.451363	8.29711203333333	7.43620995	6.8265753	9.28933243333333	8.09617846666667	8.13369727777778	8.54064795	12.7823913125	12.429784	14.140523	13.121579	12.423741	9.424349	6.123548	12.983891	8.84229
ec77	9.1387532875	7.4299946	9.2483762	7.5837322	6.94086964	9.88900948333333	8.27127243333333	8.95845655555556	9.71916785416667	13.41371675	12.943738	15.138365	14.150116	14.882845	9.820714	6.501718	12.936361	5.6797595
ec79	9.115219325	7.973975	9.97884346666667	7.2245725875	7.12342106	9.41821358333333	8.88907013333333	8.64386314444444	8.8825757125	12.9912605625	11.908493	14.191449	13.893681	12.494332	10.348429	6.057108	12.407767	6.402954
ec87	10.356080375	9.911577	8.37373196666667	7.692446325	8.17424296	11.1575395	9.64500633333333	7.89567465555556	9.18133302916667	13.30020725	12.915341	15.022274	14.254782	14.529893	8.660701	6.433444	12.32266	6.072243
ec91	8.8118140375	9.526785	6.22522453333333	7.42175355	8.63008026	9.426754	7.7864565	8.75104495555555	8.57958488333333	12.987032875	12.526303	14.404365	13.10389	13.688585	8.534396	4.950218	11.660007	4.32677
ec92	10.9781497125	10.206432	8.38517566666667	10.6010925	7.4042904	11.6429043333333	10.0479913333333	9.26606158888889	9.41043070833333	13.37990325	12.385787	15.017982	14.820855	14.0777645	8.2417345	7.4799643	11.894423	3.5961313
ec94	11.1455805	12.629517	9.321614	8.9145258125	7.567598	12.7989881666667	9.89109666666667	8.21262618888889	9.3303316	14.031058875	11.592214	13.925966	13.7201805	13.86462	9.676141	7.965409	12.043959	6.976239
ec4	10.1676183375	11.500573	8.140041	9.0787738125	7.59368324	10.6992248833333	7.36640463333333	8.66990742222222	8.80078650833333	13.634219375	13.290292	16.489765	14.466224	15.581893	8.527834	6.9100156	11.53452	4.8143525
ec6	11.067032875	12.337443	9.15807683333333	8.3376173375	7.0023772	11.6816716666667	9.66487166666667	7.54640723333333	8.97386308333333	12.698134	11.809185	13.418183	11.655757	10.479789	11.256056	9.304702	13.4957905	6.9474525
ec7	9.911977575	8.448422	7.759001	9.9766375	7.61736064	11.04373665	8.73416866666667	8.36699442222222	9.1681382625	13.2554578125	12.713819	15.0346365	13.686208	14.484052	8.165811	7.352977	11.523666	4.7901554
ec96	10.21594275	8.93593	7.90158366666667	8.3245319625	7.24477974	11.6659525833333	9.012834	9.39622862222222	10.496741875	13.611531375	12.872501	14.611416	13.495548	15.6740675	10.388663	8.077123	12.560216	8.063024
ec97	10.9962634375	9.919312	8.3220925	10.5649999375	6.9744342	11.5925433333333	10.2162583333333	9.03260998888889	9.52952889166667	12.8963905	12.977323	15.414655	14.332054	13.553691	9.343298	7.254455	12.268379	5.4657903
ec101	9.3041541125	11.24955	7.23360966666667	7.388951375	7.05985988	10.6488467166667	8.37596576666667	9.9900197	9.259947475	13.3393049875	12.970251	14.056534	14.172267	14.579771	8.615418	7.5697637	12.568405	4.153415
ec106	9.6638363375	10.573345	8.79599446666667	7.3103116875	7.80496444	11.0857063333333	8.0254665	9.35708994444444	9.03214807083333	12.54961025	13.605949	16.094324	14.310666	15.679147	10.425603	6.0265894	12.887037	5.1251326
