ID,Activated B cell,Activated CD4 T cell,Activated CD8 T cell,Activated dendritic cell,CD56bright natural killer cell,CD56dim natural killer cell,Central memory CD4 T cell,Central memory CD8 T cell,Effector memeory CD4 T cell,Effector memeory CD8 T cell,Eosinophil,Gamma delta T cell,Immature  B cell,Immature dendritic cell,Macrophage,Mast cell,MDSC,Memory B cell,Monocyte,Natural killer cell,Natural killer T cell,Neutrophil,Plasmacytoid dendritic cell,Regulatory T cell,T follicular helper cell,Type 1 T helper cell,Type 17 T helper cell,Type 2 T helper cell
ec231,-0.192167109,0.310944259,0.169589369,0.212473175,0.163114699,0.270443387,0.560469992,0.172712082,0.105092653,0.273861068,-0.084286313,0.31898365,-0.110333883,0.253282709,0.033945845,0.072871679,0.318323031,0.052461718,0.154311845,0.297337076,0.082767602,-0.088094689,0.399809777,0.0992787,0.073174371,0.155247623,-0.161385672,0.089298419
ec234,-0.001939978,0.284083427,0.192596245,0.214681428,0.177444889,0.268719572,0.544910042,0.131437137,0.108912178,0.278776785,-0.130577134,0.289781913,-0.019108325,0.283874028,0.096498961,0.071644831,0.34239662,0.093777086,0.17040577,0.297199222,0.04529901,-0.117999102,0.377667066,0.080059936,0.087438882,0.157407278,-0.173472584,0.053335093
ec102,-0.246773665,0.187839902,0.121634608,0.199389119,0.193159488,0.329624085,0.538287264,0.205101737,0.151258765,0.267582115,-0.115161262,0.315122009,-0.088084481,0.250602296,0.085508725,0.08748699,0.370293369,0.088116598,0.15005905,0.31742088,0.063565129,-0.25213921,0.37694852,0.190979043,0.132675559,0.178604776,-0.180947357,0.165190186
ec112,-0.213064394,0.208698382,0.051620009,0.20853742,0.111131759,0.322388321,0.451829166,0.118287295,0.067601312,0.128987176,-0.096492372,0.267815173,-0.105819731,0.171010607,-0.007721261,0.069012462,0.292845448,0.050312988,0.069292375,0.190505969,0.053486291,-0.318136466,0.326222655,0.006075547,0.061456031,0.093029068,-0.179911517,0.095265723
ec117,-0.292027776,0.289996715,0.198468336,0.230321964,0.155488369,0.347434576,0.555478675,0.104722654,0.063058821,0.244303802,-0.056143984,0.297945487,-0.077324271,0.224287493,0.023761784,0.082123225,0.303397938,0.104738738,0.122340694,0.314113327,0.085738731,-0.212037895,0.366595567,0.077419879,0.043988614,0.163864336,-0.16120794,0.123063443
ec129,-0.335695331,0.19076326,0.11275126,0.117036718,0.214700651,0.251358308,0.490468514,0.105994077,0.074048262,0.16169781,-0.142794946,0.266923106,-0.189727677,0.188925701,-0.044303562,-0.006507386,0.255902506,0.139171806,0.143079154,0.179289469,0.076602343,-0.168854145,0.315441793,-0.003187513,0.036976458,0.109217808,-0.09742816,0.090681737
ec201,-0.287167329,0.218246718,0.066165695,0.189994388,0.149428562,0.246968591,0.554495768,0.137653584,0.095163021,0.23854847,-0.083884537,0.321430622,-0.124779349,0.304653268,0.059067667,0.054109476,0.314815721,0.091916278,0.121040681,0.272769718,0.08906516,-0.133151853,0.415217901,0.127080262,0.032070278,0.14263267,-0.176402381,0.049532236
ec217,-0.256388061,0.084225981,0.090063489,0.214603711,0.164874967,0.275374209,0.539304592,0.161657032,0.047887067,0.199094688,-0.209215085,0.32106058,-0.166522356,0.269467185,0.02208728,0.070260816,0.348551408,0.093435354,0.135917553,0.292847003,0.071207246,-0.226529664,0.40742142,0.111438958,0.031882604,0.124276742,-0.206270676,0.093874893
ec268,-0.25705154,0.228453406,0.093632318,0.143989433,0.186088194,0.244011286,0.552748524,0.129620166,0.115747477,0.19342316,-0.187543565,0.279001206,-0.206814018,0.312758055,0.02636257,0.018231352,0.201192268,0.048226672,0.144847565,0.20519044,0.04356246,-0.19844634,0.360775745,0.001243776,0.012702171,0.132564953,-0.173040141,0.054111431
ec290,-0.160674437,0.206415157,0.152587376,0.246839576,0.208738634,0.288063342,0.575455281,0.169305434,0.114615492,0.243320401,-0.153492705,0.31182579,-0.086261965,0.25887942,0.067886262,0.126698844,0.387907262,0.107895269,0.1335919,0.27265417,0.099926694,-0.130885238,0.420955686,0.190661175,0.054074495,0.159254836,-0.139063226,0.09321944
ec297,0.024741089,0.377077111,0.311479908,0.263229453,0.19115323,0.263763376,0.561996431,0.231227961,0.147960181,0.32514275,0.062450214,0.347294197,0.052385815,0.327360618,0.094979113,0.195624169,0.471019715,0.114314971,0.168870569,0.32685678,0.145772262,-0.033529483,0.434747169,0.240630721,0.138648919,0.217417968,-0.162880053,0.078899815
ec9,-0.2285567,0.286260387,0.024867082,0.211357366,0.190561044,0.225730543,0.485483627,0.135219444,0.033801558,0.209544877,-0.156745804,0.253848794,-0.161165711,0.277526093,0.003125766,0.034790584,0.244575648,0.008251818,0.136530064,0.171565879,0.019337775,-0.231228111,0.346049397,0.019749163,0.063863015,0.075044245,-0.187720904,0.066991208
ec10,-0.204775009,0.271901096,0.122540683,0.244270921,0.183612095,0.252372719,0.50708097,0.11651616,0.029526067,0.265152044,-0.150835231,0.244843335,-0.126401832,0.265781964,-0.007263492,0.07871717,0.291697029,0.006240101,0.168211453,0.251764019,0.066910143,-0.147909232,0.316222388,0.045923134,-0.001021648,0.123101053,-0.196990772,0.070704337
ec11,0.016558845,0.214707381,0.218435809,0.247088296,0.144848298,0.293242916,0.478255234,0.21844281,0.030365463,0.368370515,-0.145572751,0.228628531,0.067683351,0.353137202,0.020230035,0.170717887,0.367467364,0.025960126,0.215533157,0.212265149,0.029009517,-0.17389639,0.377783746,0.064311029,0.081076458,0.127581177,-0.192465623,-0.035877776
ec12,-0.255913231,0.163533868,-0.002195799,0.198901414,0.191438257,0.279420122,0.47009346,0.156184227,0.034716803,0.226815162,-0.074121953,0.281596002,-0.181614496,0.25107418,-0.0143609,0.073510719,0.2768704,-0.018646854,0.155683577,0.224727809,0.061481212,0.006482282,0.379195793,0.083978887,0.044648594,0.095973045,-0.148124872,0.009982841
ec13,-0.015272575,0.294631943,0.205361028,0.194614194,0.161859188,0.266314553,0.470117073,0.157211973,0.025849575,0.291428961,-0.132075731,0.207601722,0.011430846,0.24404809,0.018738446,0.139238546,0.29979856,0.0642128,0.14328248,0.232718427,0.089452409,-0.128911085,0.415566099,0.038190685,0.055978766,0.178026227,-0.17168771,0.019181799
ec23,-0.273153497,0.133184116,-0.036338552,0.118365193,0.17239557,0.258509859,0.478447786,0.170853261,0.050476535,0.195711797,-0.191947578,0.245444775,-0.092008133,0.292176989,-0.037452526,0.086017524,0.262588479,-0.039763069,0.186356341,0.180209821,0.112774249,-0.042080928,0.351422902,0.09061228,-0.032020241,0.092320022,-0.21089876,-0.010774441
ec25,-0.1530169,0.238073257,0.206993283,0.220185641,0.160324629,0.28144033,0.534349935,0.226740063,0.095844142,0.298595961,-0.118032864,0.246751604,-0.002505673,0.259789888,0.045946871,0.198218591,0.405375081,0.177081165,0.178704581,0.36599613,0.100257252,-0.196063648,0.419514476,0.217386098,0.076083103,0.189086897,-0.215835692,0.100288554
ec26,-0.231554206,0.24631579,0.179206692,0.246150331,0.201010457,0.265425258,0.532933282,0.212862887,0.072827979,0.283929854,-0.150810582,0.246609794,-0.052968694,0.22686616,0.053024284,0.150436421,0.274129474,0.049182207,0.146464784,0.333971628,0.097304478,-0.29874179,0.392511541,0.067120424,0.055532334,0.158859371,-0.186980414,0.094049889
ec27,-0.249650429,0.112209707,0.03447083,0.176519389,0.130946163,0.209273292,0.477770933,0.213586167,0.037438093,0.216417339,-0.13288122,0.270077705,-0.193669529,0.260929937,-0.023706755,0.091257211,0.271824053,-0.068024625,0.131662359,0.176825335,0.071571332,-0.033410606,0.386781416,0.064386656,0.02856643,0.076871114,-0.154426849,-0.008105879
ec28,-0.28657772,0.228100033,0.040398361,0.16628503,0.138060641,0.245694612,0.438772237,0.178172593,0.025487654,0.159003305,-0.228654288,0.276777577,-0.19387137,0.230267724,-0.0288887,0.072296823,0.224992231,0.005228951,0.139112234,0.202220554,0.075571316,-0.30296758,0.34305891,0.019314661,-0.022423394,0.093087341,-0.183137087,0.024891494
ec31,-0.068381321,0.394598032,0.333599252,0.299769879,0.182399522,0.312208742,0.524954178,0.21404614,0.100259842,0.372588369,-0.096951201,0.322747284,0.032387353,0.287010658,0.089444043,0.156089176,0.417495083,0.08129843,0.168325341,0.328607118,0.108231678,-0.133545008,0.410183566,0.234199373,0.139102172,0.218862918,-0.15855148,0.103790055
ec32,-0.206099226,0.236112383,0.105184566,0.182198907,0.18654635,0.235444493,0.4083005,0.175374726,0.015169119,0.265937277,-0.201031173,0.197949632,-0.071511698,0.208984787,0.033517471,0.145300334,0.300283085,0.022237057,0.174855672,0.252398347,0.086183191,-0.212834438,0.376990389,0.082715977,0.04344731,0.130948049,-0.193280259,0.032304452
ec36,-0.305294839,0.125006333,-0.024463014,0.14166251,0.18411231,0.260438658,0.478534548,0.122118234,0.044252634,0.177418689,-0.230895203,0.24952473,-0.226565608,0.241453933,-0.039332228,0.082774396,0.239790556,-0.01401518,0.160960577,0.132215126,0.039890897,-0.181644366,0.323374158,0.035337353,0.02074399,0.068327088,-0.163634324,-0.007739114
ec42,-0.288174117,0.205799666,0.131148148,0.246809571,0.212185213,0.236291116,0.544693501,0.297375864,0.181331631,0.260847176,-0.095211078,0.325775746,-0.111872949,0.174602995,0.151295447,0.117874184,0.419292841,0.058057861,0.175091632,0.31162009,0.106170486,-0.197483149,0.432635743,0.261245104,0.118365905,0.135761148,-0.192093383,0.120046427
ec45,-0.283839697,0.034080517,-0.026882277,0.149671273,0.195142889,0.300784702,0.531114199,0.094856491,0.068720895,0.071958224,-0.235403693,0.234807014,-0.285905383,0.185327046,-0.02349822,0.013075737,0.146276773,0.141598452,0.18793094,0.224784472,0.050746844,-0.295015213,0.353241504,0.03883278,-0.002160573,0.097983423,-0.162401021,0.138409943
ec46,-0.216535889,0.127361995,-0.049797423,0.067802703,0.139692376,0.248140874,0.486019528,0.156906433,0.049204079,0.148998833,-0.165937938,0.248166009,-0.275197208,0.258513388,-0.009288388,0.129674186,0.205598382,0.041386852,0.155613554,0.231204561,0.029185556,-0.236715098,0.373447475,-0.002059173,0.008341101,0.09155818,-0.25735025,0.057061603
ec49,-0.155377027,0.24722103,0.22376532,0.232243932,0.192554236,0.269157369,0.404682871,0.180230045,0.040417948,0.274379757,-0.089364917,0.282860809,0.002122173,0.270386844,0.003354859,0.11865289,0.357739671,0.053240081,0.114862974,0.29010415,0.071331276,-0.263760902,0.351854177,0.091379644,0.051885731,0.13959925,-0.180147451,0.132581457
