p.value	HR	Low 95%CI	High 95%CI	coef	Gene	type
NUDT1	0.817030134303937	1.02679810779356	0.820714671433131	1.28462959280038	0.0264453271942605	NUDT1	None
NUDT12	0.184988350453456	1.12341190723115	0.945827376558274	1.33433895506511	0.116370400340026	NUDT12	None
OR10G8	0.438399641142373	0.875142641196598	0.62456534144887	1.22625222953275	-0.133368387400198	OR10G8	None
OR8J3	0.728151548412562	1.05693308559917	0.773479025357715	1.4442635298579	0.0553713989231442	OR8J3	None
ORC1	0.971168955924218	0.996427093003572	0.8206306287527	1.20988288382635	-0.00357930507299878	ORC1	None
P2RX1	0.687598929580009	0.939580363667329	0.693442393781124	1.27308521617136	-0.0623219250243907	P2RX1	None
P2RY6	0.956669219350345	1.00420531623221	0.863136605707519	1.16832991496453	0.00419649860187839	P2RY6	None
PAQR4	0.123329970384857	1.1930879008017	0.953127549041154	1.49346091241556	0.176544820872336	PAQR4	None
PAX6	0.382428901332432	1.09728252342965	0.890931676868814	1.3514267900494	0.0928366900032958	PAX6	None
PBK	0.576455809954757	0.956704053634934	0.819083464310861	1.11744734953426	-0.0442611792055661	PBK	None
PCNA	0.217973450600655	1.20723929792843	0.894670379461203	1.62900969554893	0.188336180897625	PCNA	None
PCSK9	0.367107214554868	0.95055909775754	0.851382523144221	1.06128863791178	-0.0507049435445513	PCSK9	None
PDE8B	0.757664949929193	1.02797408063942	0.862718260256375	1.22488506288534	0.0275899533293313	PDE8B	None
PDXP	0.647598165416454	0.942965243248335	0.733057477199212	1.21297916961667	-0.0587258546649113	PDXP	None
PFDN2	0.639758686433784	1.05908786948741	0.832771686309666	1.34690832281526	0.0574080371973346	PFDN2	None
PKD2L1	0.690616137889957	0.968420661855215	0.826873886449786	1.13419784283519	-0.032088718070653	PKD2L1	None
PLK4	0.60170922014396	1.05883728908701	0.85426467349555	1.31239935297051	0.0571714090043502	PLK4	None
PMM1	0.911352736105029	1.01399967423563	0.793860941183122	1.29518318134861	0.0139025839022991	PMM1	None
POLE2	0.179606619845619	1.17749611536585	0.927517379781114	1.4948475704346	0.163390247850636	POLE2	None
PPEF1	0.02919864172945	1.15198217000139	1.01442999426229	1.30818580632189	0.141484084724577	PPEF1	Risk
PRC1	0.610299702860552	1.08032699998193	0.802621142305788	1.45411871849909	0.0772637730692427	PRC1	None
PRIM1	0.637809553965675	0.942748884853875	0.737559679930885	1.20502175495346	-0.0589553257095255	PRIM1	None
PRIM2	0.273329840669626	1.18162059031296	0.876594094683657	1.59278647656805	0.166886877872775	PRIM2	None
PRR11	0.724819923489864	1.04123535466739	0.831461204624747	1.30393463673224	0.0404078492546338	PRR11	None
PRR5L	0.871547857536957	0.987583028244394	0.848784668957502	1.14907852762501	-0.0124947065064918	PRR5L	None
PSMB2	0.835773276852123	0.95639027477664	0.627405725240769	1.45788015775011	-0.0445892120228174	PSMB2	None
PSMD2	0.789854891471318	1.03961281787065	0.781248979635774	1.38341916502065	0.0388483533269761	PSMD2	None
QSOX1	0.136370932979001	0.771569025619852	0.548492566937193	1.08537252313236	-0.259329141809905	QSOX1	None
RAB15	0.1008315961381	1.19844882739161	0.965404173527133	1.48774951596576	0.181028076768909	RAB15	None
RAB42	0.16502871580495	1.14758635764861	0.944899047448387	1.39375148257109	0.137660917330997	RAB42	None
RAD51	0.895717304488679	1.0162272673992	0.798831985957658	1.29278481227513	0.0160970125268096	RAD51	None
RAD51AP1	0.257359975099562	1.12697602432147	0.916390444389247	1.3859539535486	0.119537960937357	RAD51AP1	None
RAD54L	0.586474916321387	0.953532026255166	0.803297185332128	1.13186419882494	-0.0475822664038268	RAD54L	None
RFC3	0.452439886514142	1.08858646442305	0.872374825008059	1.35838455736514	0.0848800330099658	RFC3	None
RIF1	0.871473103046463	1.02418284948637	0.76676108750601	1.36802783327707	0.0238950746282032	RIF1	None
RNF213	0.658228494247408	1.04058709527358	0.872414635503279	1.24117759925618	0.0397850685609439	RNF213	None
RNH1	0.931667026416793	0.990880456917947	0.803670217816649	1.22170021749633	-0.00916138066909999	RNH1	None
RPL39L	0.524509705639865	0.95257233984082	0.820180722695878	1.10633429623568	-0.0485892275256906	RPL39L	None
RRM2	0.830186009933301	0.980684022313892	0.820567048700029	1.17204456740662	-0.0195049688406842	RRM2	None
RTN4R	0.479335552234373	1.06059476973966	0.901068382117928	1.24836392877884	0.0588298542922372	RTN4R	None
RUVBL1	0.727022779644409	0.948227965824802	0.703540425443851	1.27801650431813	-0.0531603353561314	RUVBL1	None
RYR1	0.139957062824828	0.790945502715883	0.579284644575683	1.07994367557373	-0.234526210280911	RYR1	None
SAPCD2	0.542463624914767	0.948578736867644	0.800385201510884	1.12421071546408	-0.0527904810675082	SAPCD2	None
SCARB1	0.807599703198696	1.02569414693269	0.836261601492861	1.25803753415667	0.0253695999024404	SCARB1	None
SGO2	0.424800617613685	1.09888635944001	0.871734078687364	1.38522889088106	0.094297266471696	SGO2	None
SHCBP1	0.885655176026517	0.988015941667253	0.838300525853407	1.16446962739867	-0.0120564460737001	SHCBP1	None
SHMT1	0.378279805269396	1.12236972580931	0.868174877237471	1.45099084809004	0.115442276713646	SHMT1	None
SKA1	0.337879996097904	0.900597337990816	0.727010211718038	1.11563159928586	-0.104697026936471	SKA1	None
SKIDA1	0.360012180513568	1.06515426871842	0.930498814633283	1.21929614345205	0.0631196419278995	SKIDA1	None
SLC16A1	0.872732401158984	0.986518281859859	0.83556354502491	1.16474483148342	-0.013573421648751	SLC16A1	None
SLC22A4	0.12857569837687	1.16737894482387	0.956160604777439	1.42525596014835	0.154761017667966	SLC22A4	None
SLC2A6	0.073405056633973	1.14628169749427	0.987145552729574	1.33107192386887	0.136523397418211	SLC2A6	None
SLC43A2	0.736399000142641	1.03209895278306	0.858678267773743	1.24054408771479	0.0315945469424604	SLC43A2	None
SMC2	0.777271250099374	1.03816537848451	0.80086779294159	1.34577437447592	0.0374550962191429	SMC2	None
SMPD2	0.596982590886225	0.939167365002347	0.744228050464749	1.1851680932137	-0.0627615781671003	SMPD2	None
SP1	0.746022268918254	0.929390251395246	0.596696892860926	1.44757958307291	-0.0732265515241592	SP1	None
SPOCD1	0.778641853306257	1.01970408363767	0.889991846000682	1.16832128615541	0.0195124711242342	SPOCD1	None
SPSB3	0.336479332663568	1.17575240745695	0.845138591533694	1.63570062648795	0.161908289433478	SPSB3	None
SSC4D	0.598224986758311	0.954235385698329	0.80165208456134	1.13586079155161	-0.0468449024352165	SSC4D	None
ST3GAL4	0.194361734419287	1.15948715546011	0.927275905953703	1.44984945154404	0.147977799998027	ST3GAL4	None
STC2	0.936919515041087	0.993031645669903	0.835129259463221	1.18078948633137	-0.00699274669360166	STC2	None
STIL	0.851065197650134	1.0224934536409	0.810619684673215	1.28974521900484	0.0222442066071354	STIL	None
STK3	0.437792057335446	0.864309742083934	0.59799644011016	1.24922370795984	-0.145824076640726	STK3	None
STMN1	0.149482374858813	1.27239017011542	0.916975308347296	1.76556198435081	0.240897155395719	STMN1	None
TACC3	0.744533416563608	0.952572184271774	0.711168575289222	1.27591937801706	-0.0485893908403826	TACC3	None
TACR1	0.860690739829664	1.02385878548631	0.786822795329468	1.33230356166606	0.0235786123090467	TACR1	None
TCAIM	0.947843945607725	1.01008520643951	0.747794732998666	1.3643745793403	0.0100346901062219	TCAIM	None
TCP11L2	0.0870702888374035	0.84787148099156	0.701833869484801	1.02429660285067	-0.165026210110401	TCP11L2	None
TICRR	0.779734602733044	0.963782778795536	0.744219399947643	1.2481228583509	-0.0368893429625829	TICRR	None
TK1	0.314614445708033	1.11981662746585	0.898164501357504	1.39616882793039	0.113164946425604	TK1	None
TMEM144	0.955290749121498	0.995182913595918	0.840601286383072	1.17819119189633	-0.00482872595899854	TMEM144	None
TMEM38B	0.701281898483101	0.957187582370072	0.765422331830038	1.19699678170209	-0.0437558959007755	TMEM38B	None
TMEM97	0.296182105339367	0.88760716298611	0.709698043690566	1.11011504510749	-0.119226017895299	TMEM97	None
TMSB15A	0.685443173393973	0.979191619882372	0.884459023518208	1.08407083081574	-0.0210279253873591	TMSB15A	None
TNFRSF12A	0.404377178253243	1.07267895311361	0.909596600419929	1.26500048034666	0.0701592139510947	TNFRSF12A	None
TNFRSF4	0.501721507406788	1.06100575962044	0.892657527783937	1.26110315200325	0.0592172881000912	TNFRSF4	None
TNFSF10	0.206132216395737	1.09106195506583	0.953174902800771	1.24889585981986	0.0871514926499852	TNFSF10	None
TPX2	0.883987365904756	1.02215022059347	0.761573751368236	1.37188430087331	0.0219084678620638	TPX2	None
TREH	0.4473205779546	0.906965100515566	0.705025822250898	1.16674548306186	-0.0976513075394165	TREH	None
TRMT112	0.357365641374791	1.20052652827143	0.813488346868005	1.77170816353108	0.182760234120507	TRMT112	None
TROAP	0.790760059405975	0.969257007393841	0.769595612421385	1.22071790849513	-0.0312254727498914	TROAP	None
TRPM2	0.654289927252062	0.967869013714681	0.838955720792813	1.11659102440327	-0.0326585172721054	TRPM2	None
TXLNA	0.238369618893947	0.84340420158086	0.635455933685624	1.11940200655387	-0.170308955964206	TXLNA	None
USP18	0.959437441937002	0.994952795027897	0.818685227877866	1.20917176788428	-0.00505998513197854	USP18	None
VAT1	0.693992752794047	0.952080419750648	0.745477739252691	1.21594123867636	-0.0491057732305525	VAT1	None
WDHD1	0.970714207681015	1.00432480953999	0.79765885006098	1.26453598926461	0.00431548442776623	WDHD1	None
XRCC3	0.558803362192844	1.06923445429403	0.854288591221424	1.33826242091664	0.0669429291312096	XRCC3	None
YEATS2	0.986278888164447	0.997573615694257	0.756319003287435	1.31578489288747	-0.00242933274647478	YEATS2	None
ZGRF1	0.104478428297552	1.14850552372796	0.971714134082539	1.35746192400406	0.138461552650431	ZGRF1	None
ZNF280C	0.178318487562992	1.180328889421	0.927155761755278	1.5026345568562	0.16579311949072	ZNF280C	None
ZNF281	0.152910684089266	1.25178996625684	0.92000746950048	1.70322325803735	0.224574500024066	ZNF281	None
ZWINT	0.940410926727829	0.989373384597199	0.747669411183809	1.30921458000998	-0.0106834810989717	ZWINT	None
