"","HALLMARK_ADIPOGENESIS","HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ANDROGEN_RESPONSE","HALLMARK_ANGIOGENESIS","HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_SURFACE","HALLMARK_APOPTOSIS","HALLMARK_BILE_ACID_METABOLISM","HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_COAGULATION","HALLMARK_COMPLEMENT","HALLMARK_DNA_REPAIR","HALLMARK_E2F_TARGETS","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_G2M_CHECKPOINT","HALLMARK_GLYCOLYSIS","HALLMARK_HEDGEHOG_SIGNALING","HALLMARK_HEME_METABOLISM","HALLMARK_HYPOXIA","HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL6_JAK_STAT3_SIGNALING","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_KRAS_SIGNALING_DN","HALLMARK_KRAS_SIGNALING_UP","HALLMARK_MITOTIC_SPINDLE","HALLMARK_MTORC1_SIGNALING","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V2","HALLMARK_MYOGENESIS","HALLMARK_NOTCH_SIGNALING","HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_P53_PATHWAY","HALLMARK_PANCREAS_BETA_CELLS","HALLMARK_PEROXISOME","HALLMARK_PI3K_AKT_MTOR_SIGNALING","HALLMARK_PROTEIN_SECRETION","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","HALLMARK_SPERMATOGENESIS","HALLMARK_TGF_BETA_SIGNALING","HALLMARK_TNFA_SIGNALING_VIA_NFKB","HALLMARK_UNFOLDED_PROTEIN_RESPONSE","HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_UP","HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_XENOBIOTIC_METABOLISM","TRM cell"
"ec391",-0.20736894623978,-0.335341364278129,-0.0230347595032198,0.285132924369253,0.0403284522161436,-0.108269512807581,-0.13048653014717,-0.122048767463587,-0.224548398347463,-0.0253024807162284,-0.0865133577151679,-0.42880765228559,-0.509356869938917,0.411276551797784,-0.200096282080843,-0.341269876166487,-0.303134408277504,-0.38830010929463,-0.320784634414013,0.192466963585645,-0.0914093827187714,-0.247055916272101,0.173483884438354,0.14243879877902,0.168700286612891,-0.398608490522584,-0.363925900153226,-0.151684088404561,0.126171734094516,-0.227118833307355,-0.266641362605065,-0.487154061509372,-0.47724313523605,0.0683678561873931,-0.36413859084362,-0.349091892903793,-0.223013913067078,0.0862883218135512,-0.10777292944723,-0.250051791198146,-0.189387263510625,-0.333564746367533,-0.217172201617702,0.13085619382285,0.0684174426117427,-0.253121716476793,0.301258092796446,-0.214888946350712,-0.0108534259114944,-0.0571852321074791,0.232548890465264
"ec392",-0.290883962308736,-0.514863082343213,-0.102759889611196,0.124420819876166,-0.0122248158856567,0.0686734009237065,-0.230342034237862,-0.0209787041114635,0.0962546971893785,-0.0236672905474401,-0.234977103375974,-0.125065938172508,-0.178221376687495,0.207770664926989,-0.0938384662670924,-0.0895861038363139,-0.256974680828924,-0.133985164707491,-0.110441414983305,-0.134910812700109,-0.0454683330157628,-0.064116236257044,-0.227296600318569,-0.286172935358155,-0.171215721925156,-0.571027315448195,-0.50378758950067,-0.19848244510117,-0.0207282954884531,-0.158060943655349,-0.178675182892454,-0.286473121536923,-0.173308171210797,0.153025771384941,-0.235488134526592,-0.384588432047993,0.0433040043178333,0.0672585976728031,-0.153255225525649,-0.186533338679107,0.182823595668151,-0.454791936479863,0.0101790583656733,0.114943883667301,-0.0128647607218087,-0.0617929357105227,0.15313936526293,-0.192714089353409,-0.157193317003684,-0.191105760597348,0.0438213448318793
"ec393",-0.21864158360809,-0.57324848248807,-0.233473070918231,0.0233675484114702,-0.137316431784236,-0.0960046315437653,-0.276286633341423,0.0270942051531461,-0.159519750450985,-0.165324252997423,-0.324720840652361,-0.35140697949172,-0.335590980140916,-0.152061790639801,-0.119709034707484,-0.0860270859080058,-0.136499549957525,-0.291231732585715,-0.0700049359112465,-0.0573871045272461,-0.110227002438874,-0.0982273958119738,-0.263640004936979,-0.371404564814872,-0.277349667196091,-0.693687050358189,-0.613249602103978,0.0260454436579838,-0.120860180466375,-0.212905986835662,-0.117562684445205,-0.283875431580643,-0.166943921580344,-0.177350471315858,-0.328154302693245,-0.332094078655579,-0.18910696173515,-0.0215183379667519,-0.15562612429631,-0.175649703639568,-0.0250429891148636,-0.0965418404549435,-0.00927869881029039,-0.0882259371169344,-0.311147344804381,-0.169209279234526,-0.0710631961611502,-0.385152987244563,-0.24773799959552,-0.159835024446498,-0.338544700966723
"ec396",-0.223665411609036,-0.530104491097223,0.136151321769517,-0.2646904477434,-0.0788049578109817,-0.0218465495757732,-0.229875639728699,-0.0662474646427151,-0.0507545074983696,-0.0575686162586812,-0.323438177815249,-0.30097144641444,-0.214282921948447,6.65762906495448e-05,0.0481423601499898,0.0454308013328394,-0.0967497443285164,-0.223390671131917,-0.10363981023897,0.0466262760110709,-0.0128880317667049,-0.106386271277438,-0.201189379224648,-0.473462713060007,-0.256982554620275,-0.505414460596666,-0.456447532656321,0.115375172476786,-0.00474030101369721,-0.238649869952998,-0.0299995751501663,-0.297977743264455,-0.318567192012045,-0.0864606464374823,-0.512550840130024,-0.259449864441853,-0.113714780251748,0.234771119820017,-0.136335685642952,-0.177301743889975,0.0711574651541359,-0.21972344273143,0.170783060012786,-0.0842683645392795,-0.310235514575776,-0.239983090997873,-0.0285167221422598,-0.224811406312268,-0.272805610396922,0.00335233469041019,-0.147864027852832
"ec398",-0.289881453176231,-0.286971873662647,-0.0378654113277539,0.00556695580861874,-0.119087942019621,0.0070475407906557,-0.237456476500454,-0.103265425910814,-0.234591156728873,-0.157652743709777,-0.0345358306478579,-0.347565360476711,-0.156317588025185,-0.0438574872347164,-0.226459677125917,-0.300490368067536,-0.219845401921729,-0.124686730424345,-0.272174210746654,-0.261219270526196,-0.024560865373377,-0.351494372489901,0.00982965955054468,-0.031454644334743,0.219688085310623,-0.0019239320032356,-0.0407429090558616,-0.0723890463518198,0.107176422535495,-0.115182991639699,-0.328610729886041,-0.335420039771909,-0.396168833088308,-0.0685713802617565,-0.139819476528557,-0.324315254005119,-0.297462324768191,-0.0484619153439185,-0.134844871048347,-0.00993716220528086,-0.00831593120136892,-0.4368940734806,-0.0991297562563599,0.101561105143325,-0.142771121666186,-0.361815696123197,0.177951812254588,-0.37427312062069,-0.221546085620117,-0.283746689288454,-0.0729278839149283
"ec400",-0.263115219040953,-0.456069597730102,-0.0602236072570085,0.191586520219144,-0.233398740100736,-0.288707955868455,-0.189012806368589,-0.0799975415968412,-0.0980127587864147,-0.184599430053574,-0.197902701896095,0.000852081993340109,0.189369433303352,-0.227984315923562,-0.203307672736953,-0.155912263120339,-0.250761395553275,0.128552627465089,-0.103693872883062,-0.390431273638547,-0.0368035099307175,-0.223485449968959,-0.142247834884854,-0.0945513716826,0.0605840453861411,-0.277938004102929,-0.305810905325347,-0.166970791308029,-0.147683037477529,-0.126082759378529,0.000448243681381202,-0.269561059087401,-0.213747464038891,-0.239777338258333,-0.262222742371955,-0.265509426129181,-0.170955052678756,-0.0566009775773121,-0.0880331947403029,-0.00676605055716836,-0.151657520331489,-0.413197252233777,0.0854102109833268,0.125440198638306,-0.158818620028144,-0.182679303380942,-0.179651087035902,-0.246420006763103,-0.159236840970192,-0.323907654860121,-0.215537087212427
"ec402",-0.24579307936987,-0.430522236108282,-0.0202522123614461,0.188184852327815,-0.012129299612182,-0.182746249877138,-0.108663532976095,0.0087837665166495,-0.272539742006273,0.14572514649199,-0.191866276769353,-0.373914704803177,-0.452936857080332,0.167105066525576,-0.00632996968231381,-0.0504385063514924,-0.121749477106969,-0.412443848976979,-0.298740436921098,0.0872567135501334,-0.0909642626978059,-0.307656598690249,-0.174763825701753,-0.266082355092325,-0.0904476793176045,-0.373633664707035,-0.338660864198511,-0.0193481581210707,0.026043389200238,-0.301025585380321,-0.242757169448644,-0.427800228696051,-0.538740887979131,0.158269952902635,-0.381058756554792,-0.363812965947339,-0.049173009843346,0.188670763005105,-0.0307489601902734,-0.20609710621592,-0.0938775600206121,-0.400764497616316,-0.0703226133488379,0.0182600290668288,-0.199664477244393,-0.308092071871075,0.136132001460466,-0.324288671649138,-0.168473469746034,-0.191710551692692,0.0397579539534837
"ec403",-0.220511692545817,-0.472844258106417,-0.0151289015194108,0.407318240815154,-0.0125029892572253,0.172555517496995,-0.0758950847438596,-0.157290776945019,0.0602491956384897,0.0956518416663475,-0.199455882121187,-0.275863780525282,-0.0774659082862497,0.305056529214113,-0.189019211708073,-0.0546633526216758,-0.267792855926906,-0.0455523171548241,-0.123874838899786,0.289202565384592,-0.208201668144801,-0.0627554791174679,-0.0707509418170813,-0.089046453644309,0.116141065781474,-0.645722893891883,-0.520100367200542,-0.239335054384666,0.127384979921793,-0.0591773978329579,0.0494353396638906,-0.296786744382169,-0.306655404977811,0.0228827165325237,0.0258877601262812,-0.399230761745251,-0.111316000262061,-0.0371509373835861,-0.232705683125259,-0.136515056793645,0.0303230869987131,-0.365760301278475,-0.116155910762816,0.146272224291796,0.060576259283549,-0.226597576343419,0.294419244658081,-0.316328588907125,-0.241294532797883,-0.115111767337255,0.0118829596567529
"ec404",-0.282367796347087,-0.597375424232837,-0.0789753694640412,0.100312917208303,-0.0110843890970102,-0.078114944997933,-0.175591405405353,-0.301850235425243,-0.0827167828823636,-0.310546611363,-0.321659482681754,-0.305426530283786,-0.464370633752028,-0.186008311182815,0.00828694369840335,-0.117647727449205,-0.296162568725439,-0.32435958570764,-0.157997329071761,-0.0152505338996752,0.026818727752497,0.0431403988507162,-0.22398492745723,-0.36487795332071,-0.195905582800957,-0.604055566018538,-0.558666036359538,0.0817435268519903,-0.0654855895563586,-0.128398764310261,-0.224457418221125,-0.376107803070147,-0.437270626935883,-0.0229435040197186,-0.263989440909356,-0.423481666716056,-0.0827752325883427,-0.0719415985545819,-0.220615656290955,-0.141768375117342,0.0131107240474795,-0.324006348803263,0.0760705674601344,0.140948589656607,-0.064325316739582,-0.0932596097367848,-0.0705353992332781,-0.103445209340319,-0.0776603259917978,-0.237297217984934,-0.050139042186588
"ec405",-0.260661092182536,-0.474308598461961,-0.0918278237874587,-0.0312223920637608,-0.233944235682143,-0.367105543720519,-0.394475203448358,-0.157290563697462,-0.27435901417533,-0.280238205985975,-0.361050101319987,-0.347371395559401,-0.392250575131156,0.049562119010441,-0.18981737705803,-0.26367811842831,-0.307226802007087,-0.314433547001106,-0.217106365112718,0.0293440422748689,-0.284551812791023,-0.258590986072542,-0.315874513013002,-0.449163973198045,-0.40725235376736,-0.524831979754829,-0.474961536046944,-0.140456515554502,-0.219906105437782,-0.2316514180578,-0.389908849958815,-0.365647294618943,-0.446118945374986,-0.0470713994689687,0.0816946412305459,-0.404721305982776,-0.370841094546659,0.163597611946451,-0.112507552372871,-0.289790944449803,-0.0295094750385597,-0.567723082733662,-0.0404193287283121,-0.0625486924997447,-0.368796651688893,-0.189530151247107,0.100655244145819,-0.298553906060797,0.196510722137729,-0.359656831169833,-0.144621104281194
"ec224",0.24352916462624,-0.581719469844016,0.220000761513442,0.332961440214086,-0.222429988433446,0.159346848891856,-0.108151939747832,-0.0151642091358472,0.248040796390229,-0.124546531285638,-0.100272847150467,-0.00779887446091211,0.0487819992984256,0.328093906736817,0.2205791396785,0.164279117624382,0.274288768242711,-0.117956897249642,0.131804280666416,0.0422580821384225,0.192412692297979,0.162478865298243,-0.0300702017873927,-0.292650961465729,-0.251570720760449,-0.419080204438637,-0.482864132188895,0.0430852832856073,0.0563532741352528,-0.0353113514514235,0.214687529353025,-0.044376969581408,0.0179155515908531,-0.0130219622149602,0.0742817617796204,0.104495167405671,0.0899425263146751,-0.154018468847338,0.198889595749704,-0.07418151225811,0.27347319012156,0.0345732409439202,0.0405164986573568,0.0649118710895714,-0.0446968698089423,0.10044540382664,0.178677840308429,-0.0989836714007335,-0.0157063314872778,0.154611566319793,0.160474445467718
"ec225",0.275273023439883,-0.4489819884906,0.157003630535723,0.475866521059865,-0.138310035051935,-0.0453517003538896,-0.179339657815701,-0.00269857044956351,0.297251865138426,-0.0537964034906789,-0.104303166264125,0.163034556779757,0.435481731611847,0.324197978508016,-0.0313826284657971,0.116300103859303,0.16843614523251,0.318090423704665,0.120621242114734,0.167913514306334,0.0807374795950677,0.0147979730589279,0.0594553638572259,-0.26635742894527,0.032134291179113,-0.371465322228155,-0.396858319963171,-0.187996652598149,0.0456346534755364,-0.0131067514106515,0.207287592423654,0.0732253200700483,0.357837178438858,-0.0221900077171107,0.134081381456333,0.170478294121228,-0.0150381257292752,-0.0893625865721197,-0.0306771389311415,-0.00282694275963877,0.211042992525994,-0.0813866309404955,0.0251786405865972,-0.074005400527182,-0.0452247252651788,0.263212543977188,0.246193847848325,-0.0974448038731068,-0.0825709938274062,0.0516504401683984,0.168648397752813
"ec226",0.153293122452631,-0.466093065333251,0.0745592277085909,0.54510855074942,0.0683346709970562,-0.129477038908261,-0.154125245909653,0.00814714563842134,0.154183415005679,-0.0189599783959112,-0.00572350653459591,-0.0292474378860059,-0.206377015895934,0.517382583262677,-0.0892822805476653,0.00547477876838853,0.124572728172118,-0.21315191858227,0.121229608637975,0.0548633182095938,0.0605175007902665,0.0885141124451589,0.0655037229038758,-0.227924159844636,-0.0343366135100701,-0.366322132194788,-0.367572047161449,-0.0463347438937589,0.144377409776475,-0.2510368678916,-0.0583484252088296,-0.180683365822851,0.142634133479844,0.147578741080455,0.0361092948542097,0.00277987292223028,-0.0438837481246497,-0.257642427938344,0.056694130071682,-0.186079765936497,0.185110613672299,0.064663640921485,-0.0974298389235668,0.138136865450746,-0.124973597895223,0.12577675696698,0.259665560340639,-0.162643219336644,-0.0952527472915263,0.075633939631589,-0.162278482232774
"ec227",0.219999771313095,-0.169281265382736,0.0999140518792958,0.258719306485937,-0.166930189787588,0.0309317172907918,0.0318322735807481,0.0598059562303494,0.252068527164012,-0.0782785013064774,0.112412359349355,-0.0391574528319662,-0.226916055587332,-0.0495488584057548,0.0600928631716838,0.0970264711320511,0.138008119816941,-0.280403928892912,-0.100203718486682,-0.280281170833879,0.104922377308074,0.0516168494143951,0.234587949368726,0.158832220786719,0.271793028245923,0.0188915736635705,-0.086763360475918,-0.0378871324112961,0.152724777567588,-0.214847345420075,0.000378637110856769,-0.237933993064973,0.038606989672966,-0.124515686066977,0.121318489360645,0.0921730131669177,0.121880047397522,-0.338125662302757,0.0629451891194173,-0.099645110637367,0.0205925342697911,-0.0492368744386069,-0.181011812581175,-0.072716784783699,0.243558660548997,0.182406159882621,0.138601030817265,-0.0563765131046235,-0.0622983581175701,0.12933143683483,0.412768874950346
"ec251",0.0683384079398222,-0.271255754438236,0.0665173203797201,0.424951740025668,-0.0456499289347285,0.291924770765799,-0.0403686180252733,-0.118946771898262,0.16445509987329,-0.0829411276235366,0.0515228048646937,0.16933961198965,-0.0583199839990401,0.315704605817197,-0.0209692131273723,-0.0264328063820008,-0.0690024933249446,-0.0715138255411047,0.233147505824742,-0.125720906662259,-0.0110430397005035,0.157426245430263,0.0125427800482265,-0.0307232436816762,0.365715617060742,-0.0513400476835606,-0.133894385180317,-0.0908564004659184,0.0405167772812285,0.0638282199265409,0.141028699076041,-0.279210934697143,0.0351592936814781,-0.0375326662401218,0.13597882822581,-0.00214696314592988,0.161958380947745,-0.550490709840902,-0.133693275124762,-0.069624442260348,0.0438601054735326,0.0834730414877444,-0.313450711595015,0.0548540919767732,0.21768955130738,0.208037341152434,0.00317045082869263,0.025775006976545,-0.213575666204593,0.036779633546637,0.347674884951399
"ec253",0.0731038593327842,-0.323440026385028,0.0609573712699037,-0.0913800371516285,-0.21629764460255,-0.0237447127074085,-0.0809424003343109,0.131210015474095,-0.140854618200289,-0.232450928050758,-0.0907126595487146,0.134018701013651,0.354180234118593,0.0538160086760661,-0.0215126465047633,0.1163611165878,0.0724677670323857,0.231757103216536,-0.106202216443757,0.129703877616732,-0.138706818486582,-0.102647941559531,-0.0429717396556624,-0.0697968668337431,-0.0972397537322636,-0.387280834271273,-0.337793539564139,-0.0970107490133777,0.00309064223488789,-0.0425666595354545,0.0926695873241092,-0.139368447390282,0.311712348973291,-0.152121692145421,0.0675994054323069,0.0603892844370848,-0.110783614855463,-0.266720370111203,0.00681145216908413,-0.0340443612978461,0.209404054807625,-0.223879977204436,-0.169677766693132,-0.312110345852305,-0.237956789604655,0.236500426969575,-0.0168709887399215,-0.0149783988248741,0.0146736265851387,-0.000805545457575663,-0.0384493574153042
"ec256",0.184107747617067,-0.309427446504443,0.175282888374043,-0.208511533460913,-0.21766047987316,0.1727184329534,-0.00889186523706206,0.0759692125156987,0.310895227835066,-0.283050167480778,-0.017850651820897,0.126246050158741,0.194965065323008,-0.267870336397706,0.236737395558796,0.195302736177999,0.000909236979166839,0.150735656070497,0.111366258544815,-0.267373098284453,-0.0101492152107904,-0.0831596665274666,-0.0728352461003255,-0.000111674547596141,0.178281806491928,0.173994169785347,-0.00982820684483537,0.0173877881068749,-0.124157827006974,0.0315151056361012,0.24730831738262,-0.122774698700826,0.443119087301966,-0.157597124205456,-0.0685769670120636,0.066773507237782,0.113894588573886,-0.50008531014551,0.154587831798312,0.0390100516728444,0.197980215341636,0.0521797046616774,-0.125895899142653,-0.198479299431024,0.108784218911048,0.25256129921281,-0.163304597680893,-0.0262142876998331,-0.079093095616246,0.0219599104770072,0.268349142878487
"ec258",0.0746796407007459,-0.302190672856403,0.111214313444086,0.060323972007749,-0.182417833313275,-0.0436383748575466,0.0209507473928427,0.0348158347677514,0.00552234862313125,-0.215588938277431,-0.0302789802462248,0.113082339250751,0.333561563692486,0.172909216161289,0.19873229889135,0.118640394385297,-0.0889042595450663,0.296578269453994,0.101478423890664,0.0827974049400806,0.0727255902152143,0.0403923178456475,0.0598369873313966,-0.0431152184345654,0.0951712743900924,-0.190405787715071,-0.212392943510304,-0.0108619624494469,-0.101848644902188,0.129973896603105,0.115365707066908,-0.158460494603328,0.1633903248404,0.0140843213695399,-0.00325868793862125,0.103851169574381,0.0395582634023433,-0.262037165631136,0.0613323160581311,-0.0426388803536177,0.00353473278062179,0.040570163611969,-0.0805565189306621,-0.0492801772883154,0.0540492707270981,0.168110038292477,-0.146099723044492,0.0443318064790947,-0.0752455082116189,0.0140085906519979,0.260223670107144
"ec259",0.1049195973053,-0.494527143273425,-0.0561387143174333,0.16810869673463,-0.24701312214943,-0.396469695076595,-0.221849335016706,0.0837199357749389,-0.117562528239588,-0.23779438119757,-0.156390664759495,0.0594781518752353,0.142583697184036,0.199915954581188,-0.084889422054478,-0.162281920234813,-0.0855531464661582,0.00430366440218741,0.0308383458201845,0.186132859562143,-0.16128209266656,-0.075530038548604,-0.136802382128037,-0.268270956940169,-0.185625755338921,-0.196778537277278,-0.349492407370593,-0.136384346958013,-0.0626082324298825,-0.0401777861564496,-0.0716519951867285,-0.197582573423973,0.0493109103115411,-0.0299086384819752,0.277494009530369,0.0224076519434118,-0.277284929166738,0.0676550835380702,0.0681190493300339,-0.229923310498493,0.110747201136125,-0.322319548188408,0.0265054931651222,0.11632702518824,-0.244281852061026,0.0864055754894167,0.259554139448505,-0.205197633165078,-0.0782945631577713,-0.210230201292782,-0.242208316547545
"ec260",0.261894411052118,-0.372061507899209,0.217827357229018,0.522742608475412,-0.10869308162376,0.0392090430350578,0.0331418806904095,0.0435683040665042,0.0840786053786558,-0.0348461185612056,0.0769738755800715,0.0635431604615948,0.112185454054082,0.480534264732407,0.13308237102817,0.15490065700233,0.165377554578848,-0.00168333908132003,0.0668304160088343,0.138313258187846,0.139301580463457,0.0160376297014118,0.163181529561241,-0.211263289234508,0.167367512393905,-0.0593294046424409,-0.20395122390187,-0.116317413616397,0.200996101663769,0.032347545346591,0.146014232885552,-0.258255649738953,0.0444070150609668,0.160327355605586,0.194066857396852,0.159441998395498,0.0640877645932656,-0.210923245204103,0.0510676522698185,-0.0484785410090161,0.141345270986044,-0.225518705949875,-0.272812769095846,0.202427360147593,0.0247588846525942,0.0442730584299457,0.271358895469775,0.0170516869867046,-0.119537504657065,0.0547067867832594,0.264310358930374
"ec261",0.160528780028627,-0.479646572529021,0.276538469915534,0.443633140104503,0.000654654275919264,-0.0962201110893331,-0.112730100862122,-0.0982534286143874,0.288700034594474,0.0227876530013791,-0.0180619562936364,0.201026604141947,0.354247854664743,0.370818741910327,-0.0478380882257425,0.10366133561464,0.0727434898182123,0.337884529906444,0.094071791073457,0.414075553646439,0.0787641725073769,-0.0100107727881748,0.0340455382933911,-0.0971764434473607,0.0412002753799132,-0.493523627025753,-0.420749978914356,-0.280016801927681,0.230872526858735,0.195144064394333,0.169360902120421,-0.0143501257821782,0.253217755983816,-0.0056481333046291,0.230876019628573,0.00129732809140307,-0.0433930780785502,-0.315896076552884,-0.130269148017026,0.126252858018664,0.237070731816462,-0.210910547953789,-0.164579969919666,0.13259291363803,-0.0193916753082614,0.152057870529289,0.203795962026486,-0.135554739055105,0.114321347392171,-0.147499333888491,0.0557121438579693
"ec262",0.260796400504973,-0.35654866344525,0.0661221107344979,0.19091025130249,-0.22177162333478,0.0272389294808718,-0.129214551458637,0.0814272482996101,0.235852185690263,-0.317238989042922,-0.00323593952684531,0.0741906129163704,0.376284799076657,0.210674379080002,0.10460810672175,0.113774473015152,0.19270676631904,0.272704232167257,0.212072688827294,0.143690114939817,0.206995068107551,0.0875651958200436,0.191169546648478,-0.0353036222351968,0.167235674541468,-0.0633635994969361,-0.114328693989804,-0.0241087204898038,0.11330778758377,-0.0517725653675368,0.215507130916164,-0.0223857050986539,0.334189119361634,-0.303699304156153,0.196117790580207,0.192881007530237,-0.031339854356686,-0.339189945795303,0.15555787128044,0.0217645427263259,0.171312522668755,0.106694186400818,-0.139308916204509,-0.198571064527038,-0.0222355046563717,0.281590908713327,0.131442879266236,-0.0862283190946738,0.0195547606596558,0.0721738927319775,0.213307927553925
"ec264",0.24218322077684,-0.461085272104254,0.234814825799032,0.226871169080891,-0.114175720187103,0.0185903071206832,-0.153916850681602,-0.0177484192285501,0.114418967570803,-0.085991881599476,0.0895512410967494,0.117651946460632,0.295806920586737,0.148117276105775,0.126319997664209,0.144514763925079,0.0570542188776685,0.206351991169933,0.0254775130633143,-0.0400035955125602,-0.0472367394501976,-0.115821173240292,0.0517149630950974,-0.219810293537169,0.0481073149710291,-0.242270595023293,-0.243332669275791,-0.205157092882401,0.194126377607947,-0.0715613074193193,0.178696042061367,-0.13150673274395,0.341151372853581,-0.059701006749995,0.137789947157143,0.0367271252466388,-0.132053758435161,-0.421486030721093,0.100686722914693,-0.0668302021910571,0.136247985823602,0.0273023480794189,-0.257571263387483,-0.0224317251875029,-0.148208371940272,0.228075718145975,0.161646995633655,-0.170061778687602,-0.00115375953189611,0.0499243620466898,0.0313251839870224
"ec265",0.119497840838777,-0.255025538525908,0.164379614846386,0.566039173347092,-0.0528177292147569,0.0789164541290334,0.0144010439763305,0.00103677339809938,0.110833294421226,0.0896495627429476,0.148142741813637,0.106448557043409,-0.0251443282308227,0.445048733137155,0.0947574022804723,0.169063818620409,0.2119798177809,-0.0829319761270386,0.0845842073309538,0.0135136943604659,0.205812234411868,0.131094453715796,0.120266822428563,0.00551852088804267,0.187594843874823,0.108854987777634,0.0144277434503997,-0.0927612392339496,0.278355916779554,-0.000281217017080809,0.145272507726011,-0.254793494677457,0.0464164147457948,-0.102556259388819,0.185997203455084,-0.0361026021969163,0.137008700311746,-0.0269583947069517,0.0215170326688062,-0.0537167318406899,0.281646795163215,0.0440943167205371,-0.0640683803142473,0.143120755586348,0.13824284772613,0.24384737764585,0.303849232575096,-0.0459026312775602,-0.017096115972345,0.0830916715750754,0.290500432383326
"ec266",0.19174691882847,-0.401845966033344,0.211399957262256,0.392761640889134,-0.0862878713500886,-0.254328694561094,-0.0200964518529367,-0.152359060874072,0.283374712150037,-0.152143991039059,-0.0849666657158757,0.0884462111073578,0.390550530715261,0.415833437309181,-0.168054750157944,0.0264160931634276,0.197034608797783,0.280892518919354,0.138997799590875,0.176195699052008,0.0768228490363407,0.0418234940165056,-0.103091122335142,-0.194958110811139,0.109978139004845,-0.289162388737746,-0.329973696722622,-0.143012805400207,0.194941336598141,0.137015588941191,0.297505990681664,-0.0545803403784522,0.391319161065929,-0.166200138147969,0.238974732696574,0.115507336667962,0.054060721771135,-0.103832638427706,-0.12647445847919,0.0141186804953758,0.365768506899959,0.0157075269852394,-0.09211988084655,0.161330652744,0.0105014088876109,0.314948727281696,0.21452893804728,0.0159343384647972,-0.179067211762642,0.0151022407694279,0.201496101448579
"ec269",-0.0850605725202077,-0.420863931141793,0.115421998528354,-0.125166202690848,-0.275384930682189,-0.136838223762239,-0.184022582326005,-0.0869257641438547,-0.155120723684001,-0.272927023460523,-0.224308943214991,-0.0571845839923657,0.139344245253579,0.0884786174746028,-0.193037133544427,-0.211363357477178,-0.186406207443552,0.165862761021553,-0.188055849268152,0.351830638341939,-0.296997039442348,-0.184715965221842,-0.0804622972176462,-0.165938691113744,-0.0984124306082586,-0.395482767242648,-0.392669676132827,-0.0670318008603782,0.125126294516858,-0.0884657463358611,-0.193572723632995,-0.146535577602711,0.231870364706641,-0.0433299006934038,0.0763675377222615,-0.0697314936068453,-0.318694696721355,0.0274993873511986,-0.191470096834879,-0.216161374624808,0.0792008220391459,-0.37876425364367,0.0557984037437965,-0.144629072551726,-0.147984442720408,0.118483560610803,0.0595894728024208,-0.097784376363426,-0.25120390939247,-0.170799188809819,0.186728493384731
"ec273",0.136227293142845,-0.37340074897026,0.133677311205135,-0.399167516924453,-0.34457713426389,-0.0651375723254832,-0.178212578423543,0.00313120903652045,0.0385062281159046,-0.426167373498143,-0.156769038977365,0.142063332449752,0.301155063211354,-0.427121102155018,0.116022676438588,0.0834005416491611,0.273295150629789,0.124646514188884,0.0955545459796695,-0.328001375304172,0.0683868881497379,-0.0537923629718469,-0.0511414958235567,-0.0506248929506058,-0.180559142790571,-0.0918573120756552,-0.16447907241866,0.0579189336368465,-0.0502797178352657,-0.106503838222643,0.158444009165992,0.000750585527844266,0.36048638082427,-0.322791935320747,-0.246079138035462,0.150745307216839,-0.00667981956963973,0.0505365489910469,-0.0597769374653299,0.0226729562078774,0.0686954652895785,0.104439669892395,0.0695182422114266,-0.337382056374013,-0.145177230757811,0.134938226162232,-0.262091353330526,-0.0764343164637809,-0.283792009895742,0.136991335230918,0.120350383915378
"ec274",0.251845804686663,-0.403403698121263,0.283343514244387,0.416885866372925,-0.153663348271959,-0.0722777658636988,-0.0674012172254929,0.135859003820408,0.278224878170107,-0.20930043911885,0.0794858089715657,0.00943606228579634,-0.00312532929639009,0.104395913502895,0.199696368757267,0.265500240834115,0.276695266935184,-0.136814365207845,0.0609756685719301,0.206623856539331,0.171376293274138,0.150360222497918,0.135119155396377,-0.123243456534971,0.116245424235982,-0.0976819763421238,-0.216540624330463,0.0121455553270863,0.142445192712643,-0.243083505662226,0.204610362063405,-0.118502745363696,0.13990572496126,-0.181148253016713,0.108752821898823,0.165485089406322,0.140825759383683,-0.21930373669222,0.168404820608365,0.0213769280514377,0.200031001527253,0.010896349888225,-0.163550678394424,0.103231459954365,0.137108769701778,0.184037798574248,0.16861437002307,-0.0179386718402794,0.0866175640223114,0.171096015128567,0.179328412942416
