logFC	AveExpr	t	P.Value	adj.P.Val	B
RUFY1	-0.745200972067051	11.8302634106145	-10.414372927143	2.21471611234383e-22	1.15032252578782e-21	39.5273377390319
MGAT2	0.751621189944132	11.0069851703911	10.4095547534415	2.30261944327578e-22	1.19551930617789e-21	39.4887163579047
ITGB1	0.789952069832413	13.1395775796089	10.4006059757423	2.47518287956829e-22	1.28461991449594e-21	39.4170104876959
HIBCH	-0.73415792737431	12.6820703854749	-10.4004395865633	2.4785102476319e-22	1.28585225995944e-21	39.4156775380067
SCGB1D4	-2.21944830223463	5.41108142877095	-10.399453215208	2.49832669314891e-22	1.29563491150467e-21	39.4077759172346
GNL3	-0.583615812849166	12.6105420879888	-10.3968080504065	2.55224941672223e-22	1.3230908040434e-21	39.3865880294691
MYL2	-1.16757318268156	8.81396948072626	-10.3910328596632	2.67403150744055e-22	1.3856905207912e-21	39.3403385777028
OR1N1	0.522786350279327	7.10121154664804	10.3909085022819	2.67671638629197e-22	1.38654936340207e-21	39.3393428388586
GAREM1	-0.963466849162018	12.4924785893855	-10.3900799512237	2.69467333764601e-22	1.39531550338431e-21	39.3327087324742
CYP26A1	2.82713018715084	6.39061690195531	10.3881958841922	2.73595304530275e-22	1.41614692724646e-21	39.3176243003459
PHKG2	0.605882452513965	10.3234088687151	10.3861889902929	2.78061525220017e-22	1.43871250817443e-21	39.3015580989824
NR5A2	-1.0348347150838	8.87522525586592	-10.3845836428594	2.8168622598198e-22	1.456908368494e-21	39.2887076846298
RAB42	1.01133123910614	8.93572155027933	10.3830219662077	2.85257370997679e-22	1.47481339626157e-21	39.2762078716977
TPRN	-0.972229508379886	12.9042899664804	-10.3826846802238	2.86034543855238e-22	1.47826508417563e-21	39.2735083347208
METTL24	-1.6778371603352	8.28700796117318	-10.3803242267298	2.91532698283453e-22	1.50610345736482e-21	39.2546172885291
COL6A3	1.68175311061453	7.65195860782123	10.3778035391515	2.97520080506942e-22	1.53644698291645e-21	39.2344464240273
SNRNP40	0.616566148044686	12.8880260153631	10.3731188741657	3.08973979972546e-22	1.59498656685139e-21	39.1969661567835
TNMD	-1.03822702011173	4.08271284022346	-10.3729066456583	3.09503123605757e-22	1.59710713190673e-21	39.1952684114696
AQP5	-1.01942335195532	10.7129760083799	-10.3718014860959	3.12273177325829e-22	1.61078526560961e-21	39.1864278689383
CHRM2	-1.64940492402235	7.37056815586592	-10.3715032715724	3.13024855939644e-22	1.61404562707282e-21	39.1840424379316
BRAF	-0.471936215083787	12.1261022472067	-10.3712137606175	3.13756316411988e-22	1.61719928711359e-21	39.1817266625785
C12orf29	-1.10900198882683	12.4519803659218	-10.367725324673	3.22704660045268e-22	1.66268678222636e-21	39.1538256825329
SNTG2	-1.05689409497206	6.78084497150838	-10.3664442822041	3.26054000681549e-22	1.67930255160184e-21	39.1435810053068
PPP1R14C	1.37215228324023	11.0611461405028	10.365980776791	3.27274347202416e-22	1.68494469330385e-21	39.1398744556705
NBPF1	-0.430428248603365	13.9624103114525	-10.3648995544308	3.30138729846663e-22	1.69904348609873e-21	39.1312285091701
RIMS1	-2.05843966089385	6.33961676787709	-10.358865310273	3.46588248277288e-22	1.78302013810664e-21	39.0829848966224
PLPP2	1.06931045642458	12.5958515203911	10.3569310778014	3.52031465012046e-22	1.81033254149106e-21	39.0675239776369
OAT	-0.618869438547488	13.7887394259777	-10.3563691491543	3.53628680505797e-22	1.81785349133152e-21	39.0630326007402
MXRA5	1.21180985586593	11.8102351290503	10.3554439694445	3.56274097388112e-22	1.83075501529139e-21	39.0556381220933
TNFRSF11A	-1.11341044357542	8.09225240167598	-10.3522550173053	3.65544057538255e-22	1.87767472874808e-21	39.0301532312095
AHR	0.71013515083798	13.0460155614525	10.3506889832268	3.70183718732265e-22	1.90078352381019e-21	39.017639638715
KYAT3	-0.603024142458093	12.4452104287709	-10.3500949209416	3.71959005405211e-22	1.90917262036436e-21	39.0128929773398
C17orf75	0.735848379888271	10.838510896648	10.3471070390235	3.81017043353124e-22	1.95492166654261e-21	38.9890215159786
RECQL4	1.10327440782124	12.7778446005587	10.3441529802489	3.90187977859299e-22	2.00121496512101e-21	38.965423952035
HOXA2	-0.659028022346371	11.0748864189944	-10.3335149576496	4.25068689823039e-22	2.17928453665353e-21	38.8804757337685
GPR62	-0.970432516759788	10.807252297486	-10.3330348615264	4.26713929006189e-22	2.1868886281844e-21	38.8766431213587
KCTD12	-0.799947648044702	13.7459005670391	-10.3308969358676	4.34117542290851e-22	2.22398713579071e-21	38.8595772114613
MAD1L1	0.816227067039105	12.3186917709497	10.3308129945063	4.34410820065777e-22	2.22464501175241e-21	38.8589071918494
RGS17	-1.43679757206704	7.77810338715084	-10.325064576472	4.54970369926346e-22	2.32904786486575e-21	38.8130303734543
CTLA4	1.04204944972067	10.3590060460894	10.3201359216076	4.73365950180556e-22	2.422298115941e-21	38.7737069420205
POMGNT1	0.696190167597768	12.9203476061453	10.3195635876507	4.75549443843409e-22	2.43254897468649e-21	38.7691412182588
IGIP	-0.850890815083801	10.3221216930168	-10.3171999401572	4.846734351422e-22	2.478280914668e-21	38.7502869689293
ZNF57	-0.943071097765365	11.4403425349162	-10.3160500955962	4.89174668323288e-22	2.5003496114979e-21	38.7411157834856
AZIN2	0.923518551955304	8.64624722569832	10.3145175506623	4.95238675828156e-22	2.53038647922194e-21	38.7288930355449
YY1	0.394103103351956	13.5175748812849	10.31412652543	4.96797816360215e-22	2.53739202648174e-21	38.7257745883055
MCM10	1.09015538435754	9.38166542793296	10.3140284909075	4.97189474910864e-22	2.53843162105456e-21	38.724992767802
NIFK	0.774825986033511	12.3509568561453	10.3097212189158	5.14703764211942e-22	2.62685801598939e-21	38.6906464757044
WRN	0.565166938547485	11.2550774860335	10.3087391037379	5.18782306820055e-22	2.6466723811833e-21	38.6828161581257
SMARCA5	0.552222879888262	12.6914947164804	10.3079712517043	5.21993408749947e-22	2.66204801877241e-21	38.676694424453
UQCRQ	-0.612217217877092	14.3177411536313	-10.3045255366006	5.36648026628355e-22	2.73493434786338e-21	38.6492263675016
MFSD6	-0.931046664804468	11.9159740335196	-10.3045156082857	5.36690836901011e-22	2.73493434786338e-21	38.6491472296104
ICAM5	0.779721428491621	8.22848892653631	10.2964810981218	5.72471633860851e-22	2.91616920623568e-21	38.585118338881
CENPK	0.967446635754191	10.3033240396648	10.2930702108648	5.88369238611256e-22	2.99602056823407e-21	38.5579444111644
CEACAM8	-1.08827487709497	7.07650103854749	-10.2927188350665	5.90031661512152e-22	3.00335241057902e-21	38.5551453420253
PSMC1	0.642659963687141	14.0766288645251	10.2905944158688	6.00182551559304e-22	3.05387004175764e-21	38.5382232710848
ZDHHC9	0.594789460893852	12.1822669706704	10.2897500975527	6.04264886341547e-22	3.07348299144095e-21	38.5314983787231
PTCH2	-1.30387536815644	10.4126978159218	-10.289592190446	6.05031434411811e-22	3.07622237225055e-21	38.5302407012977
HRC	-1.3693194217877	10.8596854231844	-10.2849743412471	6.2788079031311e-22	3.19119524839363e-21	38.4934657304223
PGM1	-0.449237659217891	13.3277065502793	-10.2836389118132	6.34646963095491e-22	3.22436977410036e-21	38.4828325069146
RHD	-1.34659681564246	7.47546231731844	-10.2776310234864	6.65994150579815e-22	3.38235794803313e-21	38.4350046226421
SART3	0.311587139664809	12.0783472290503	10.2767933934761	6.70485115802389e-22	3.40388493327217e-21	38.4283375903952
C2orf81	0.679408279329603	9.75115782681564	10.2765335796777	6.71884215554656e-22	3.40970500364593e-21	38.4262696887954
KRT24	-1.75580369832402	12.4029423994413	-10.2727707495885	6.92475341063885e-22	3.51288054598348e-21	38.3963238964907
P2RY6	1.26262280614525	10.3376298120112	10.272631112513	6.93251417080172e-22	3.51549591209314e-21	38.395212735824
CPEB1	-1.04902364972067	7.66839243379888	-10.2720757133458	6.96346782532943e-22	3.52986607193822e-21	38.3907932341016
TMEM39A	0.594461139664803	10.5640214776536	10.2716447992589	6.9875782119939e-22	3.54075780670844e-21	38.3873643928736
DPF2	0.538431857541896	12.0938544120112	10.2714085612662	7.00083131671176e-22	3.54614180884792e-21	38.3854846488328
GYPC	-0.825764611731834	10.8504458784916	-10.2707237663852	7.0393900480301e-22	3.56433505846597e-21	38.3800358743788
DCAF13	0.868720000000003	10.8287163743017	10.2600637507739	7.66756190930676e-22	3.88094825222001e-21	38.2952419143637
ZNF384	0.509058995530731	10.4822736614525	10.2549141349675	7.99066468936301e-22	4.0429707280939e-21	38.254297113067
SKP1	-0.482020148044699	14.1610765544693	-10.2529352070211	8.11839558759065e-22	4.10605809816148e-21	38.2385655731946
KLF15	-1.1510159877095	5.05052963184358	-10.2517009407797	8.19908698520525e-22	4.1453158403282e-21	38.2287545836834
TMSB15A	1.76607338100558	7.00228670726257	10.2404395166802	8.97310837006774e-22	4.53494847736682e-21	38.1392692011956
DLG3	-0.906405854748604	11.8639382430168	-10.2401448375078	8.99430822763268e-22	4.54396088445059e-21	38.1369283498962
SELP	-1.11777171173185	10.3373234877095	-10.2370108303309	9.22287752753359e-22	4.65769121843332e-21	38.11203493632
FBXO40	-0.925765339664799	4.60415305810056	-10.2308001316423	9.69302275026287e-22	4.89329027280386e-21	38.0627157323776
SKA3	1.15295201843575	10.2173491013966	10.2304401865394	9.72098879710804e-22	4.90557303022348e-21	38.0598579098296
ZG16B	-2.72708550726257	10.9064842798883	-10.228552338858	9.86898376702587e-22	4.97656486329197e-21	38.0448700467505
FOXE1	1.31907432178771	11.691138950838	10.2285515800046	9.86904370399386e-22	4.97656486329197e-21	38.044864022422
P2RY2	-1.1711276424581	11.6024048994413	-10.2281590489076	9.90009574375467e-22	4.99035831028112e-21	38.0417478591287
SNCAIP	0.625765108379882	8.43219450782123	10.2271514663926	9.98024785964763e-22	5.02767502080536e-21	38.0337493246594
NET1	-0.557759997206695	13.763232099162	-10.2271348130043	9.98157802040726e-22	5.02767502080536e-21	38.0336171280088
STUM	-0.599029535754191	7.88118375055866	-10.2238390534936	1.02483178097332e-21	5.16010449718433e-21	38.0074573122752
TNXB	-0.592656673184358	10.2956234567039	-10.2234771800775	1.02780338263634e-21	5.173136458521e-21	38.0045852547992
HCFC2	-0.585303108938556	11.3619951913408	-10.2233588598462	1.02877685057935e-21	5.17610545179631e-21	38.0036462023569
CPEB2	-1.30544712122904	10.5741661684358	-10.2204288205541	1.05317783575068e-21	5.29689963310462e-21	37.9803937555706
C14orf1	-0.637430254189958	14.4780566019553	-10.2196216482847	1.06000029682929e-21	5.32922652958807e-21	37.9739887757883
CLDN11	-1.59276218938546	9.97185295837989	-10.2190376008287	1.06496420238649e-21	5.35218880707758e-21	37.9693544837383
RPRML	-0.839016901675979	7.6161536396648	-10.2147439742495	1.10217226819241e-21	5.53712307780656e-21	37.9352899478066
SCGB1D1	-2.4139584027933	6.32313300251397	-10.2124662242011	1.12243237233527e-21	5.63680775299299e-21	37.9172220610776
PGPEP1L	-1.27318171452515	5.54401664888268	-10.2122974710498	1.12394803366056e-21	5.64231948147903e-21	37.9158835420843
GMPPB	-0.96861250279329	10.944889349162	-10.2113640237154	1.13236862119324e-21	5.6824775657797e-21	37.908479829401
CCR8	1.42906547374302	7.38244669441341	10.2095207608524	1.14918112525605e-21	5.76470264096845e-21	37.8938609366321
SMOC2	-1.28310186033519	10.6462428826816	-10.2092301820647	1.15185404431545e-21	5.77596375845141e-21	37.8915564928886
LAMTOR3	-0.506149863128496	13.0622237332402	-10.2047796280969	1.19357317496051e-21	5.98294072173743e-21	37.8562657587663
FA2H	-1.64389637318436	10.1388842776536	-10.2039313274076	1.20169375273824e-21	6.02140939452279e-21	37.8495401083078
SLC22A1	0.792119605586592	7.9165803	10.2010999620485	1.22919712165553e-21	6.15693613942825e-21	37.8270941989474
KRTAP29-1	-1.01409301005587	9.87520141284916	-10.2003438528806	1.23664703262379e-21	6.19195363941576e-21	37.8211006552004
ZNF609	0.615270736312853	9.77903812625698	10.2000389146098	1.23966425394312e-21	6.20475869536665e-21	37.8186835327662
TCEAL2	-0.840323237430153	12.5563843393855	-10.1962180653104	1.27809543611679e-21	6.39474223765663e-21	37.7884005841144
FOXA1	-1.40970695642458	11.2568454988827	-10.1953413333198	1.2870794809186e-21	6.43730560248911e-21	37.7814527426268
ZHX3	-0.713712508379878	12.3684002821229	-10.1933486644616	1.30773276346447e-21	6.53817929240073e-21	37.7656626584223
NSUN3	0.702048969273735	10.5668983589385	10.1914505956941	1.32771160769326e-21	6.635607568227e-21	37.750623778372
DSG3	-1.42743824916201	14.7833028284916	-10.1905197454724	1.33762014937771e-21	6.68265320092664e-21	37.7432489812864
GXYLT2	1.46300146201118	10.4389773231844	10.1902706223413	1.34028440703127e-21	6.69348548796446e-21	37.7412753299348
ZNF7	0.589454175977645	11.8832141382682	10.1883703376607	1.36078130810842e-21	6.79333443270996e-21	37.7262214048675
ZNF345	-0.887491954748599	9.58469203100559	-10.1873829539037	1.37155408200865e-21	6.84458239002392e-21	37.7184000306921
NOS2	1.72881483631284	5.63367151592179	10.1858213835902	1.38876467760073e-21	6.92790778541377e-21	37.7060312010275
ARHGAP5	-0.782834268156423	12.4535994608939	-10.185713685663	1.38995953058434e-21	6.93130595184963e-21	37.7051781898038
NLGN3	-1.08613826871508	4.85582450865922	-10.1838735828022	1.41053303160312e-21	7.03130134039622e-21	37.6906045996732
HSPBAP1	0.804832310055852	11.5340989036313	10.1787229401283	1.46974289180713e-21	7.32374836855446e-21	37.6498193185519
VPS25	-0.702845455307289	13.628720900838	-10.1736264961149	1.53075891955862e-21	7.62497632356e-21	37.6094744424805
RND1	-1.46623512960894	7.95810769608939	-10.1722012555156	1.54826807070575e-21	7.70934662217837e-21	37.5981938400565
FAT3	0.518866374301691	16.0800792681564	10.1690815090583	1.58729173606868e-21	7.9007431525307e-21	37.5735044878228
SLC30A9	-0.696181151955306	10.8506616865922	-10.167190069297	1.61142515277489e-21	8.01790966502374e-21	37.5585378703497
NGLY1	-0.575120094972075	12.9894785586592	-10.1588127381649	1.72277162658331e-21	8.56877269779401e-21	37.4922681259845
NAMPT	-0.767701424581006	13.913944424581	-10.1571109588242	1.74630782571961e-21	8.6826373619235e-21	37.4788097250856
LRRC70	-0.901675789944139	9.17293852290503	-10.1562115437488	1.75887578372037e-21	8.74190417146322e-21	37.4716972699812
PTGR1	-1.21482958938548	13.5227013896648	-10.1533477556793	1.79949444301473e-21	8.94049264139942e-21	37.4490531410634
PIK3R1	-0.96547860893855	11.365552603352	-10.1521296216065	1.81705310492691e-21	9.0244072866705e-21	37.4394223623624
CENPBD1	0.690517106145245	11.7684554832402	10.1506851575839	1.83809485505816e-21	9.12555260270597e-21	37.4280030109396
UTP20	0.679704759776543	11.1358845810056	10.1492172264519	1.85972642983524e-21	9.22955073343019e-21	37.4163990619489
NR1D2	-0.603547430167595	12.7282855921788	-10.1480709982553	1.87679301971395e-21	9.31082537059562e-21	37.4073388121825
CNTN5	1.71192388938548	4.51145264748603	10.1445238344493	1.93059985849414e-21	9.57424273815508e-21	37.3793041994934
RCC2	0.60194324860335	13.666723702514	10.1444573792392	1.93162240286823e-21	9.57579452766493e-21	37.378779030111
RMI1	0.662672388268163	11.835273222067	10.1416483641531	1.97534016985612e-21	9.78892407346254e-21	37.3565822366678
TPPP	-1.31994019497207	10.9773520030726	-10.1387080211257	2.02215491315378e-21	1.00172387658213e-20	37.3333513509427
ZSWIM4	-0.615637684357537	11.8136385544693	-10.1383519872397	2.02789780059323e-21	1.00420010720018e-20	37.3305386738978
JUN	-0.77669359217877	13.1824526731844	-10.134211256126	2.09589026091298e-21	1.03748874470872e-20	37.2978308226685
TRIM28	0.508721474860346	13.3908221368715	10.1329326829616	2.11733897062969e-21	1.04772174806297e-20	37.2877328078657
CENPB	0.437185296089394	12.3467120418994	10.1324658841665	2.12522396945307e-21	1.05123798547653e-20	37.2840462645498
MRPL3	0.65540366201118	13.1243919399441	10.1285511756577	2.19250823493863e-21	1.08412261349439e-20	37.2531335744563
FBXL17	-0.766922013966497	11.063429777933	-10.1203066636254	2.34121021968517e-21	1.1572267657301e-20	37.188052126487
GRAMD1C	-1.34032226368715	10.6323020446927	-10.117449191287	2.39505254171485e-21	1.18340677399854e-20	37.1655023816848
ALDH1A2	-1.70846006815643	6.81585810893855	-10.1130573443915	2.480213804393e-21	1.22503678903657e-20	37.130851038648
MXI1	-0.635512659217875	10.4180497234637	-10.1110461726957	2.52020949496298e-21	1.24433614800697e-20	37.1149858448301
HOXA7	1.09584734636873	12.2806059134078	10.1107055193396	2.52704714824057e-21	1.24725582364149e-20	37.1122987639449
PDGFRL	1.83936618435754	8.82512170111732	10.1096112652629	2.54913611325747e-21	1.25769808820096e-20	37.1036676062425
ZGRF1	1.19039003240223	10.1564692072626	10.1077470751675	2.58720979160305e-21	1.27601640818317e-20	37.0889646174434
KIT	-1.58134124692738	8.27764983296089	-10.1070367615134	2.60186518291307e-21	1.28277562214939e-20	37.0833627253796
PTP4A3	0.585948402234639	9.54406088547486	10.105702981663	2.62960724677397e-21	1.29597955397984e-20	37.072844457687
PGGHG	0.85285300670391	8.49009339888268	10.1039041731027	2.66748756973478e-21	1.31416857488139e-20	37.0586601727668
NKX6-1	-1.31114026480447	9.76170360782123	-10.1023156952867	2.70138898690621e-21	1.33038478063184e-20	37.046135597142
CLEC18B	-1.30428246927375	8.98723458212291	-10.0979878704023	2.79594060016717e-21	1.37644737171309e-20	37.012017835462
SLF1	0.666906073743018	9.5073934603352	10.0948800817079	2.86585839568271e-21	1.4103535080723e-20	36.9875230848197
ATP2B3	-1.17189979050279	10.4709825097765	-10.0939347965493	2.88746748666548e-21	1.42046978727904e-20	36.9800734382939
MS4A1	-2.22977991620112	6.8203096150838	-10.0930707965038	2.90735993498151e-21	1.42973451030031e-20	36.9732647282519
NKD2	1.10685515474861	10.3615359259777	10.0928444792556	2.91259304657177e-21	1.43178617742949e-20	36.971481300102
VAMP8	-0.726188332402247	14.4491885349162	-10.0876788507045	3.03461430617085e-21	1.4912267096675e-20	36.9307811255615
KLHL31	1.15255329050279	6.51869199664804	10.0862809278683	3.06849981135333e-21	1.50732932123778e-20	36.9197688443094
CLASP2	-0.39527953072626	11.8340858910615	-10.0848787051464	3.10286707658664e-21	1.52365678062082e-20	36.9087235479745
ASB14	-0.797848854748601	6.85796200949721	-10.0841970613997	3.1197114002592e-21	1.53137088523455e-20	36.9033545563887
WDYHV1	0.925438393854741	11.1459269539106	10.0822244612272	3.16897040709311e-21	1.55498496993871e-20	36.8878184441025
ACD	0.859188212290507	11.8664928882682	10.0816641628828	3.18310230142612e-21	1.56135159779877e-20	36.8834058691579
WDPCP	0.567941460893861	10.0482698142458	10.0809749751026	3.20057093164753e-21	1.56934971481293e-20	36.8779784262926
TOP2B	-0.557551301675984	12.5632059972067	-10.0805977017689	3.21017385686276e-21	1.5734865973304e-20	36.8750074379828
ACOXL	0.889698217877092	7.33029632681564	10.0804063921107	3.21505428591008e-21	1.57530655534026e-20	36.8735009180826
ENO1	0.671773974860329	15.4197169902235	10.0798781074932	3.22856946301422e-21	1.58135449487891e-20	36.8693408804025
CSDE1	-0.643094388268144	13.7529658701117	-10.0765010772911	3.3163077345081e-21	1.62373935302802e-20	36.8427509540357
TBX6	-0.608499818435751	11.2816261801676	-10.0747296289855	3.36327433509362e-21	1.64613797162689e-20	36.8288049900082
CCDC73	-0.771857398324017	7.25806397067039	-10.0718673443048	3.44056239160939e-21	1.68335565309562e-20	36.806274173501
C2orf16	-0.92415116145251	8.54499158798883	-10.0689286497904	3.52174906203265e-21	1.72245312950593e-20	36.7831456206525
PAPOLG	0.572314752513968	9.71714545726257	10.0684814951745	3.53426818235258e-21	1.72794981350238e-20	36.7796266891846
NCF2	1.1281272698324	10.8254788567039	10.0638472007062	3.66664741320589e-21	1.79202246265122e-20	36.743161769643
SPATA17	1.50454387206704	6.75087905837989	10.0585355082469	3.82444292313973e-21	1.86846606824212e-20	36.7013783316805
HTR1E	-1.35902640502793	4.33118514106145	-10.058022338511	3.84004045810124e-21	1.87540738116605e-20	36.6973422334663
LRRC31	-1.40672917765363	5.72475129329609	-10.0543313809679	3.95410212548496e-21	1.9304144023623e-20	36.6683161273242
MRE11	0.482056675977656	12.4074656061453	10.0509590404749	4.06125625385169e-21	1.98201055658136e-20	36.6418008923693
MIS12	0.701898321229056	11.1132421773743	10.0489421666439	4.12671427481422e-21	2.01322785337466e-20	36.6259454856617
ARPC2	-0.483254156424586	15.4990875530726	-10.0450660574826	4.25547010652198e-21	2.07529142093992e-20	36.595478949107
SPATS2	0.694344407821237	12.2245603407821	10.0435736683281	4.30610095617682e-21	2.0992242161362e-20	36.5837504095904
P3H3	0.943340818435765	11.8800272444134	10.0428715512926	4.33012750665504e-21	2.11017481310231e-20	36.5782328798437
RAB2A	-0.594659025139666	14.0030467835196	-10.0382926630262	4.49011637032061e-21	2.18735127440817e-20	36.5422553793781
CASQ1	-1.01573164357542	6.4226346027933	-10.0374018070319	4.5219188455753e-21	2.20204882360856e-20	36.5352567678384
NCDN	0.741954379888259	10.0268791340782	10.0343850555982	4.63128381456204e-21	2.25449292185066e-20	36.5115596061925
C1QB	1.03924003910616	14.1338427541899	10.0331696643217	4.67608360982426e-21	2.2754804266487e-20	36.5020136075688
RELN	-1.74813838659217	5.67762973128492	-10.0303492345395	4.78171084674173e-21	2.32604203914682e-20	36.4798637284489
ANO4	1.24122823072626	4.76249226173184	10.0280688624249	4.86884225932379e-21	2.36757324134469e-20	36.4619576864908
PSMB1	0.556153178770954	13.812781047486	10.0279338699838	4.87404937710401e-21	2.36925152358219e-20	36.460897764591
ADAM33	-0.49611561173184	11.1383419986034	-10.0247423022993	4.99878300486326e-21	2.4290089257337e-20	36.4358408332656
PFKFB2	-0.913998407821228	7.79752280949721	-10.0235857630706	5.04476140096389e-21	2.45046833493905e-20	36.4267619774974
MAP3K20	1.13733493296089	11.2006241452514	10.0212301573165	5.13971174969589e-21	2.49569162829782e-20	36.4082722520018
SMG7	0.609485798882679	11.3651654301676	10.0156359896512	5.372374812281e-21	2.60772754377409e-20	36.3643720835888
ELOVL4	-1.62431503798883	9.65601380726257	-10.0108144916195	5.58127501575634e-21	2.70815264518576e-20	36.3265465297234
FBXL2	0.812749962011175	10.1775146083799	10.0083160546233	5.69267738196851e-21	2.7612145432165e-20	36.3069498686991
PSME2	0.681734033519557	14.0906867541899	10.0054428232885	5.82352366995275e-21	2.82366613015963e-20	36.2844168978855
LSM12	0.3403821536313	14.2904819958101	10.0026034690818	5.95576058915123e-21	2.88674688900886e-20	36.2621531950805
POC1A	0.850168495530722	9.98235315446927	10.0001544887934	6.07220905191917e-21	2.94213245768751e-20	36.2429533273649
APOL3	0.782700002793309	13.26385025	9.99429553019906	6.36005766606035e-21	3.07954534554596e-20	36.1970302085153
HIST1H4L	0.925543357541891	13.3119277541899	9.99428917546691	6.36037711430013e-21	3.07954534554596e-20	36.1969804077361
C7orf49	0.709149977653629	13.0203240558659	9.9928788842915	6.43166712662861e-21	3.11294534457412e-20	36.1859286778046
EDARADD	0.813102122905022	13.3498957541899	9.99214601672317	6.4690262168914e-21	3.12990461709331e-20	36.1801859182765
PATL1	0.434618438547485	12.3384505935754	9.98844495188377	6.66101148255049e-21	3.22163759661421e-20	36.1511879687607
OBP2A	1.02499680223464	7.00183281731844	9.98736803073035	6.71792983733377e-21	3.24800233697535e-20	36.1427514026381
CST6	-2.03599958156423	11.6388934259777	-9.98546044385034	6.81993923194593e-21	3.29614111733089e-20	36.1278086917189
SNRPA	0.369129410614534	13.734507872905	9.98431241927825	6.88207044373508e-21	3.32497882448124e-20	36.1188166435321
PRIMA1	-1.37337796815643	9.24683366955307	-9.98416506177742	6.89008604410224e-21	3.32766002430621e-20	36.1176624896032
HAUS2	0.573426460893845	11.1169219734637	9.98356887051865	6.92261097138243e-21	3.34217218060231e-20	36.1129930159213
AKR1A1	-0.635626181564231	13.8182845600559	-9.9832828368009	6.93826947997904e-21	3.34853391855641e-20	36.110752806134
TMSB4Y	-1.17700440223464	7.28738085307263	-9.98127183742077	7.0493561507435e-21	3.400271193018e-20	36.0950037296339
UTP14A	0.451622958100542	12.2558601047486	9.98125110683315	7.05051044765404e-21	3.400271193018e-20	36.0948413880686
FAM181A	0.707734290502794	9.65491924301676	9.98111361587767	7.05817081401311e-21	3.40274944495509e-20	36.0937646990182
TAGLN3	1.15001130502793	7.02682012290503	9.97986182618338	7.12829608360062e-21	3.43532954828953e-20	36.0839623443459
8-Sep	-0.623005455307267	10.9905962416201	-9.97482234672561	7.41767608515711e-21	3.57351378411674e-20	36.0445068825701
MORF4L1	0.365374530726251	14.1300307318436	9.97044823705902	7.67828682249324e-21	3.69774455327351e-20	36.0102699435617
COPG1	0.384583874301674	13.2017208058659	9.97021965971012	7.69215276271159e-21	3.70310058437496e-20	36.0084810619406
NPAS3	-1.41740720055866	5.53528573044693	-9.96955594188389	7.73255624174259e-21	3.72122374914674e-20	36.0032868356322
SCCPDH	0.931324164804455	12.0106463142458	9.9678784324301	7.83561562732868e-21	3.7694758386871e-20	35.9901595955601
CHORDC1	0.783142011173188	11.9220814134078	9.96622754084746	7.9383711972589e-21	3.81754743178231e-20	35.9772418758109
VMA21	0.569582011173186	12.3358618743017	9.9654839544901	7.98508986798377e-21	3.83864633696377e-20	35.9714239375504
OCSTAMP	1.00397173128492	4.42534054832402	9.96105786212189	8.26887963788412e-21	3.97365604820543e-20	35.9367985845599
PQLC1	-0.599460527932958	10.2857536438547	-9.95778809095154	8.48494040234404e-21	4.07603366996193e-20	35.911224751638
IL17A	0.644160328491619	4.24185393854749	9.95488210062375	8.68166301263599e-21	4.16905198193986e-20	35.8885001586397
BCLAF1	-0.812286981564245	10.231483925419	-9.95191230478031	8.88738429880237e-21	4.26632386083384e-20	35.8652805070948
PDE1A	-1.10857983128491	9.46913480893855	-9.94379119435049	9.47499146562269e-21	4.54678288894426e-20	35.8018048976621
PFDN4	0.81131195251397	12.405994023743	9.9428885082658	9.54264244073526e-21	4.57761880893287e-20	35.7947512117229
ZNF100	-0.721298696648052	10.2185601293296	-9.94127128260622	9.66504547716116e-21	4.63468811900543e-20	35.7821149483337
ATP5A1	-0.66747817597766	14.2555368002793	-9.94115692635626	9.6737595470284e-21	4.63721887487038e-20	35.7812214650702
ZFYVE21	-0.667747282122921	13.8476672108939	-9.94105430252183	9.68158623580789e-21	4.63932260887755e-20	35.7804196539854
ATP2A1	0.527687605586589	6.6825514150838	9.94045787484682	9.72719789003139e-21	4.65952461228554e-20	35.7757597935227
ACOX1	-0.735995268156421	12.6617605195531	-9.94040518472353	9.73123759662701e-21	4.65980554041465e-20	35.7753481358001
SPHK1	0.728050251396651	13.6579790642458	9.94034967599891	9.73549520492821e-21	4.66019057450519e-20	35.7749144582354
RPS6	-0.611212	14.750382452514	-9.93810801674067	9.90898849178745e-21	4.74155640809148e-20	35.7574020154189
PPHLN1	0.329155972067042	13.7927071284916	9.93694228414672	1.00004202309615e-20	4.783611151953e-20	35.7482958890207
ACAT1	-1.02204360167598	11.3571952382682	-9.93519548154628	1.01389973542571e-20	4.84817967038786e-20	35.7346518701438
TTC4	0.671581287709497	10.9273735628492	9.93443619902033	1.01998256150214e-20	4.87553832267443e-20	35.7287216517901
BDKRB1	-1.19386801396649	11.5892699120112	-9.93405187240653	1.02307530918868e-20	4.88859002202267e-20	35.7257200470864
TNS3	1.00883937039105	11.2079817410615	9.93316155210824	1.03027569929119e-20	4.92125319866736e-20	35.7187668676534
JOSD1	0.783789687150835	12.1247609022346	9.93151218007115	1.04374806846528e-20	4.98384162628113e-20	35.7058866218636
BEND3	0.51176684916201	11.0348739441341	9.92846689872176	1.0690837539294e-20	5.10211400598401e-20	35.6821086703321
